token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
12-0	PKP131	12	[m]:h	mh	linguistic	none	_	Begin=25.177|End=25.689	0x1	_	_	0-1(0)	_
13-0	PKP125	13	marò	marò	linguistic	none	_	Begin=26.492|End=26.93	_	_	_	_	_
14-0	PKP125	14	che	che	linguistic	none	_	Begin=27.684	_	_	_	_	_
14-1	PKP125	14	buono	buono	linguistic	none	_	End=28.137	_	_	_	_	_
15-0	PKP125	15	alla	alla	linguistic	none	_	Begin=32.103	_	_	_	_	_
15-1	PKP125	15	nostra	nostra	linguistic	none	_	End=32.793	_	_	_	_	_
16-0	PKP131	16	((ride))	((ride))	nonverbalbehavior	none	_	Begin=33.197|End=33.684	_	_	_	_	_
17-0	PKP131	17	un	un	linguistic	none	_	Begin=38.241	_	_	_	_	_
17-1	PKP131	17	po'	po'	linguistic	none	_	_	_	_	_	_	_
17-2	PKP131	17	xx	x	unknown	none	_	_	_	_	_	_	_
17-3	PKP131	17	questo	questo	linguistic	none	_	_	_	_	_	_	_
17-4	PKP131	17	vin(o)	vino	linguistic	none	_	End=39.532	_	_	3-4(0)	_	_
18-0	PKP125	18	che	che	linguistic	none	_	Begin=40.118	_	_	_	_	_
18-1	PKP125	18	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
18-2	PKP125	18	hanno	hanno	linguistic	none	_	_	_	_	_	_	_
18-3	PKP125	18	messo	messo	linguistic	none	_	_	_	_	_	_	_
18-4	PKP125	18	il	il	linguistic	none	_	_	_	_	_	_	_
18-5	PKP125	18	ghiaccio	ghiaccio	linguistic	none	_	_	_	_	_	_	_
18-6	PKP125	18	ma	ma	linguistic	none	_	End=41.453	_	_	_	_	_
19-0	PKP125	19	tutto	tutto	linguistic	none	_	Begin=42.418	_	_	_	_	_
19-1	PKP125	19	okay?	okay	linguistic	none	Intonation=Rising	End=43.428	_	_	_	_	_
20-0	PKP125	20	non	non	linguistic	none	_	Begin=46.418	_	_	_	_	_
20-1	PKP125	20	sono	sono	linguistic	none	_	_	_	_	_	_	_
20-2	PKP125	20	né	né	linguistic	none	_	_	_	_	_	_	_
20-3	PKP125	20	felice	felice	linguistic	none	_	_	_	_	_	_	_
20-4	PKP125	20	né	né	linguistic	none	_	_	_	_	_	_	_
20-5	PKP125	20	°infelice°	infelice	linguistic	none	Volume=Low	End=47.911	_	_	_	_	_
21-0	PKP131	21	ci	ci	linguistic	none	_	Begin=48.64	_	_	_	_	_
21-1	PKP131	21	voleva	voleva	linguistic	none	_	_	_	_	_	_	_
21-2	PKP131	21	la	la	linguistic	none	_	_	_	_	_	_	_
21-3	PKP131	21	percoca	percoca	linguistic	none	_	End=49.625	_	_	_	_	_
22-0	PKP125	22	e::h	eh	linguistic	none	_	Begin=50.724	0x2	_	_	_	BC
22-1	PKP125	22	ma	ma	linguistic	none	_	_	_	_	_	_	_
22-2	PKP125	22	non	non	linguistic	none	_	_	_	_	_	_	_
22-3	PKP125	22	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
22-4	PKP125	22	ho	ho	linguistic	none	_	_	_	_	_	_	_
22-5	PKP125	22	messa	messa	linguistic	none	_	_	_	_	_	_	_
22-6	PKP125	22	perché	perché	linguistic	none	_	_	_	_	_	_	_
22-7	PKP125	22	io:	io	linguistic	none	_	End=52.356	1x1	_	_	_	_
23-0	PKP125	23	mo	mo	linguistic	none	_	Begin=52.384	_	_	_	_	_
23-1	PKP125	23	io	io	linguistic	none	_	_	_	_	_	_	_
23-2	PKP125	23	sono	sono	linguistic	none	_	_	_	_	_	_	_
23-3	PKP125	23	intieramente	intieramente	linguistic	none	_	_	_	_	_	_	_
23-4	PKP125	23	xx[x]	x	unknown	none	_	End=53.995	_	_	_	2-3(1)	_
24-0	PKP131	24	[no]	no	linguistic	none	_	Begin=53.886	_	_	_	0-2(1)	_
24-1	PKP131	24	non	non	linguistic	none	_	_	_	_	_	_	_
24-2	PKP131	24	(sai	sai	linguistic	none	_	_	_	_	0-3(0)	_	_
24-3	PKP131	24	leggere	leggere	linguistic	none	_	_	_	_	0-7(0)	_	_
24-4	PKP131	24	tipo)	tipo	linguistic	none	_	End=55.142	_	_	0-4(0)	_	_
25-0	PKP125	25	[e:h]	eh	linguistic	none	_	Begin=55.896	0x1	_	_	0-2(2)	BC
25-1	PKP125	25	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
25-2	PKP125	25	una	una	linguistic	none	_	_	_	_	_	_	_
25-3	PKP125	25	volta::	volta	linguistic	none	_	End=57.0	4x2	_	_	_	_
26-0	PKP131	26	[x]	x	unknown	none	_	Begin=55.955|End=56.098	_	_	_	0-1(2)	_
27-0	PKP125	27	l'	l'	linguistic	none	SpaceAfter=No	Begin=57.078	_	_	_	_	_
27-1	PKP125	27	ho	ho	linguistic	none	_	_	_	_	_	_	_
27-2	PKP125	27	mangiata	mangiata	linguistic	none	_	End=57.763	_	_	_	_	_
28-0	PKP131	28	mi	mi	linguistic	none	_	Begin=58.497	_	_	_	_	_
28-1	PKP131	28	ricordo	ricordo	linguistic	none	_	_	_	_	_	_	_
28-2	PKP131	28	che:	che	linguistic	none	_	End=59.463	2x1	_	_	_	_
29-0	PKP131	29	(ne	ne	linguistic	none	_	Begin=59.539	_	_	0-2(0)	_	_
29-1	PKP131	29	ha	ha	linguistic	none	_	_	_	_	0-2(0)	_	_
29-2	PKP131	29	bisogno	bisogno	linguistic	none	_	_	_	_	0-7(0)	_	_
29-3	PKP131	29	xx)	x	unknown	none	_	End=60.566	_	_	0-2(0)	_	_
30-0	PKP125	30	c'	c'	linguistic	none	SpaceAfter=No	Begin=61.463	_	_	_	_	_
30-1	PKP125	30	eri	eri	linguistic	none	_	_	_	_	_	_	_
30-2	PKP125	30	pure	pure	linguistic	none	_	_	_	_	_	_	_
30-3	PKP125	30	tu	tu	linguistic	none	_	_	_	_	_	_	_
30-4	PKP125	30	quel	quel	linguistic	none	_	_	_	_	_	_	_
30-5	PKP125	30	giorno?	giorno	linguistic	none	Intonation=Rising	End=62.694	_	_	_	_	_
31-0	PKP131	31	no:	no	linguistic	none	_	Begin=62.743	1x1	_	_	_	_
31-1	PKP131	31	però	però	linguistic	none	_	_	_	_	_	_	_
31-2	PKP131	31	me	me	linguistic	none	_	_	_	_	_	_	_
31-3	PKP131	31	lo	lo	linguistic	none	_	_	_	_	_	_	_
31-4	PKP131	31	raccontasti	raccontasti	linguistic	none	_	End=64.403	_	_	_	_	_
32-0	PKP131	32	sei	sei	linguistic	none	_	Begin=66.187	_	_	_	_	_
32-1	PKP131	32	xx	x	unknown	none	_	End=66.714	_	_	_	_	_
33-0	PKP125	33	guarda	guarda	linguistic	none	_	Begin=67.778	_	_	_	_	_
33-1	PKP125	33	(lui	lui	linguistic	none	_	_	_	_	0-3(0)	_	_
33-2	PKP125	33	è	è	linguistic	none	_	_	_	_	0-1(0)	_	_
33-3	PKP125	33	andato)	andato	linguistic	none	_	_	_	_	0-6(0)	_	_
33-4	PKP125	33	giù	giù	linguistic	none	_	_	_	_	_	_	_
33-5	PKP125	33	all'	all'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
33-6	PKP125	33	ospedale	ospedale	linguistic	none	_	_	_	_	_	_	_
33-7	PKP125	33	ma	ma	linguistic	none	_	_	_	_	_	_	_
33-8	PKP125	33	male	male	linguistic	none	_	End=69.584	_	_	_	_	_
34-0	PKP125	34	guarda	guarda	linguistic	none	_	Begin=72.226	_	_	_	_	_
34-1	PKP125	34	io	io	linguistic	none	_	_	_	_	_	_	_
34-2	PKP125	34	mi	mi	linguistic	none	_	_	_	_	_	_	_
34-3	PKP125	34	feci	feci	linguistic	none	_	_	_	_	_	_	_
34-4	PKP125	34	proprio::	proprio	linguistic	none	_	End=73.792	6x2	_	_	_	_
35-0	PKP125	35	in	in	linguistic	none	_	Begin=74.228	_	_	_	_	_
35-1	PKP125	35	realtà	realtà	linguistic	none	_	_	_	_	_	_	_
35-2	PKP125	35	ad	ad	linguistic	none	_	_	_	_	_	_	_
35-3	PKP125	35	oggi	oggi	linguistic	none	_	_	_	_	_	_	_
35-4	PKP125	35	non	non	linguistic	none	_	_	_	_	_	_	_
35-5	PKP125	35	so	so	linguistic	none	_	_	_	_	_	_	_
35-6	PKP125	35	se	se	linguistic	none	_	_	_	_	_	_	_
35-7	PKP125	35	erano	erano	linguistic	none	_	_	_	_	_	_	_
35-8	PKP125	35	i	i	linguistic	none	_	_	_	_	_	_	_
35-9	PKP125	35	gamberoni	gamberoni	linguistic	none	_	End=76.596	_	_	_	_	_
36-0	PKP125	36	perché	perché	linguistic	none	_	Begin=77.862	_	_	_	_	_
36-1	PKP125	36	[mangi]	mangi	linguistic	none	_	End=78.453	_	_	_	0-5(3)	_
37-0	PKP131	37	[no	no	linguistic	none	_	Begin=78.049	_	_	_	0-2(3)	BC[1]
37-1	PKP131	37	(eh)]	eh	linguistic	none	_	_	_	_	0-2(0)	0-2(3)	BC[1]
37-2	PKP131	37	i	i	linguistic	none	_	_	_	_	_	_	_
37-3	PKP131	37	gambero:ni	gamberoni	linguistic	none	_	End=79.342	6x1	_	_	_	_
38-0	PKP125	38	mangiai	mangiai	linguistic	none	_	Begin=79.408	_	_	_	_	_
38-1	PKP125	38	quello	quello	linguistic	none	_	_	_	_	_	_	_
38-2	PKP125	38	e	e	linguistic	none	_	_	_	_	_	_	_
38-3	PKP125	38	quello	quello	linguistic	none	_	End=80.532	_	_	_	_	_
39-0	PKP125	39	mangiai	mangiai	linguistic	none	_	Begin=81.0	_	_	_	_	_
39-1	PKP125	39	prima	prima	linguistic	none	_	_	_	_	_	_	_
39-2	PKP125	39	la	la	linguistic	none	_	_	_	_	_	_	_
39-3	PKP125	39	pesca	pesca	linguistic	none	_	_	_	_	_	_	_
39-4	PKP125	39	e	e	linguistic	none	_	_	_	_	_	_	_
39-5	PKP125	39	poi	poi	linguistic	none	_	_	_	_	_	_	_
39-6	PKP125	39	i	i	linguistic	none	_	_	_	_	_	_	_
39-7	PKP125	39	gamberoni	gamberoni	linguistic	none	_	End=82.876	_	_	_	_	_
40-0	PKP125	40	e	e	linguistic	none	_	Begin=83.157	_	_	_	_	_
40-1	PKP125	40	sono	sono	linguistic	none	_	_	_	_	_	_	_
40-2	PKP125	40	entrambi:	entrambi	linguistic	none	_	_	7x1	_	_	_	_
40-3	PKP125	40	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
40-4	PKP125	40	a[ltame]nte:	altamente	linguistic	none	_	End=85.108	8x1	_	_	1-6(4)	_
41-0	PKP131	41	[esa:(tto)]	esatto	linguistic	none	_	Begin=84.157|End=84.551	2x1	_	3-6(0)	0-6(4)	BC
42-0	PKP125	42	xx	x	unknown	none	_	Begin=85.182	_	_	_	_	_
42-1	PKP125	42	((ride))	((ride))	nonverbalbehavior	none	_	_	_	_	_	_	_
42-2	PKP125	42	no	no	linguistic	none	_	_	_	_	_	_	_
42-3	PKP125	42	vabbè	vabbè	linguistic	none	_	_	_	_	_	_	_
42-4	PKP125	42	nell'	nell'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
42-5	PKP125	42	arco	arco	linguistic	none	_	_	_	_	_	_	_
42-6	PKP125	42	del	del	linguistic	none	_	_	_	_	_	_	_
42-7	PKP125	42	tempo	tempo	linguistic	none	_	End=87.266	_	_	_	_	_
43-0	PKP125	43	comunque	comunque	linguistic	none	_	Begin=87.576	_	_	_	_	_
43-1	PKP125	43	tu	tu	linguistic	none	_	_	_	_	_	_	_
43-2	PKP125	43	non	non	linguistic	none	_	_	_	_	_	_	_
43-3	PKP125	43	è	è	linguistic	none	_	_	_	_	_	_	_
43-4	PKP125	43	che	che	linguistic	none	_	_	_	_	_	_	_
43-5	PKP125	43	appena	appena	linguistic	none	_	_	_	_	_	_	_
43-6	PKP125	43	mangi	mangi	linguistic	none	_	_	_	_	_	_	_
43-7	PKP125	43	un	un	linguistic	none	_	_	_	_	_	_	_
43-8	PKP125	43	cibo:	cibo	linguistic	none	_	End=89.507	3x1	_	_	_	_
44-0	PKP125	44	a	a	linguistic	none	_	Begin=89.551	_	_	_	_	_
44-1	PKP125	44	cui	cui	linguistic	none	_	_	_	_	_	_	_
44-2	PKP125	44	tu	tu	linguistic	none	_	_	_	_	_	_	_
44-3	PKP125	44	sei	sei	linguistic	none	_	_	_	_	_	_	_
44-4	PKP125	44	allergico:	allergico	linguistic	none	_	End=91.162	8x1	_	_	_	_
45-0	PKP125	45	se	se	linguistic	none	_	Begin=91.881	_	_	_	_	_
45-1	PKP125	45	sei	sei	linguistic	none	_	_	_	_	_	_	_
45-2	PKP125	45	allergico:	allergico	linguistic	none	_	_	8x1	_	_	_	_
45-3	PKP125	45	m::h	mh	linguistic	none	_	End=93.369	0x2	_	_	_	FP
46-0	PKP125	46	cioè::	cioè	linguistic	none	_	Begin=94.059|End=94.753	3x2	_	_	_	_
47-0	PKP125	47	capito?	capito	linguistic	none	Intonation=Rising	Begin=95.147|End=95.472	_	_	_	_	_
48-0	PKP125	48	dipende	dipende	linguistic	none	_	Begin=95.522	_	_	_	_	_
48-1	PKP125	48	anche	anche	linguistic	none	_	_	_	_	_	_	_
48-2	PKP125	48	dal	dal	linguistic	none	_	_	_	_	_	_	_
48-3	PKP125	48	tuo:	tuo	linguistic	none	_	End=96.852	2x1	_	_	_	_
49-0	PKP125	49	organismo	organismo	linguistic	none	_	Begin=96.884|End=97.428	_	_	_	_	_
50-0	PKP125	50	perché	perché	linguistic	none	_	Begin=97.532	_	_	_	_	_
50-1	PKP125	50	magari	magari	linguistic	none	_	End=98.049	_	_	_	_	_
51-0	PKP131	51	m:h	mh	linguistic	none	_	Begin=98.546|End=98.817	0x1	_	_	_	BC
52-0	PKP125	52	hai	hai	linguistic	none	_	Begin=99.334	_	_	_	_	_
52-1	PKP125	52	una	una	linguistic	none	_	_	_	_	_	_	_
52-2	PKP125	52	lieve	lieve	linguistic	none	_	_	_	_	_	_	_
52-3	PKP125	52	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
52-4	PKP125	52	allergia:	allergia	linguistic	none	_	End=100.699	7x1	_	_	_	_
53-0	PKP125	53	ma	ma	linguistic	none	_	Begin=102.595	_	_	_	_	_
53-1	PKP125	53	non	non	linguistic	none	_	_	_	_	_	_	_
53-2	PKP125	53	compare	compare	linguistic	none	_	_	_	_	_	_	_
53-3	PKP125	53	sempre	sempre	linguistic	none	_	_	_	_	_	_	_
53-4	PKP125	53	capi'?	capi'	linguistic	none	Intonation=Rising	End=103.866	_	_	_	_	_
54-0	PKP131	54	mi	mi	linguistic	none	_	Begin=105.112	_	_	_	_	_
54-1	PKP131	54	ricordo	ricordo	linguistic	none	_	_	_	_	_	_	_
54-2	PKP131	54	il	il	linguistic	none	_	_	_	_	_	_	_
54-3	PKP131	54	fatto	fatto	linguistic	none	_	_	_	_	_	_	_
54-4	PKP131	54	dei	dei	linguistic	none	_	_	_	_	_	_	_
54-5	PKP131	54	gamberoni:	gamberoni	linguistic	none	_	End=106.65	8x1	_	_	_	_
55-0	PKP131	55	e	e	linguistic	none	_	Begin=106.704	_	_	_	_	_
55-1	PKP131	55	della	della	linguistic	none	_	_	_	_	_	_	_
55-2	PKP131	55	pesca	pesca	linguistic	none	_	_	_	_	_	_	_
55-3	PKP131	55	perché:	perché	linguistic	none	_	End=108.11	5x1	_	_	_	_
56-0	PKP131	56	quando	quando	linguistic	none	_	Begin=108.738	_	_	_	_	_
56-1	PKP131	56	stavamo	stavamo	linguistic	none	_	_	_	_	_	_	_
56-2	PKP131	56	da	da	linguistic	none	_	_	_	_	_	_	_
56-3	PKP131	56	no:nna	nonna	linguistic	none	_	End=109.66	1x1	_	_	_	_
57-0	PKP131	57	che	che	linguistic	none	_	Begin=109.694	_	_	_	_	_
57-1	PKP131	57	cos'	cos'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
57-2	PKP131	57	era	era	linguistic	none	_	_	_	_	_	_	_
57-3	PKP131	57	pasqua?	pasqua	linguistic	none	Intonation=Rising	End=110.714	_	_	_	_	_
58-0	PKP131	58	natale?	natale	linguistic	none	Intonation=Rising	Begin=110.734|End=111.213	_	_	_	_	_
59-0	PKP125	59	m:h	mh	linguistic	none	_	Begin=111.3|End=111.586	0x1	_	_	_	_
60-0	PKP131	60	nata[le]	natale	linguistic	none	_	Begin=111.603|End=111.978	_	_	_	4-6(5)	_
61-0	PKP125	61	[(p]er)	per	linguistic	none	_	Begin=111.896	_	_	0-3(0)	0-1(5)	_
61-1	PKP125	61	na[tale]	natale	linguistic	none	_	End=112.546	_	_	_	2-6(6)	_
62-0	PKP131	62	[>(l'	l'	linguistic	none	SpaceAfter=No	Begin=112.172	_	Fast=0-2	0-2(0)	0-2(6)	_
62-1	PKP131	62	ultimo)<	ultimo	linguistic	none	_	_	_	Fast=0-6	0-6(0)	0-6(6)	_
62-2	PKP131	62	del]l'	dell'	linguistic	none	SpaceAfter=No	_	_	_	_	0-3(6)	_
62-3	PKP131	62	anno	anno	linguistic	none	_	End=113.108	_	_	_	_	_
63-0	PKP125	63	m:h	mh	linguistic	none	_	Begin=113.275|End=113.577	0x1	_	_	_	BC
64-0	PKP125	64	no	no	linguistic	none	_	Begin=114.28	_	_	_	_	_
64-1	PKP125	64	natale	natale	linguistic	none	_	End=114.97	_	_	_	_	_
65-0	PKP131	65	natale	natale	linguistic	none	_	Begin=115.95|End=116.477	_	_	_	_	BC
66-0	PKP131	66	non	non	linguistic	none	_	Begin=118.097	_	_	_	_	_
66-1	PKP131	66	mangiasti:	mangiasti	linguistic	none	_	_	8x1	_	_	_	_
66-2	PKP131	66	i:	i	linguistic	none	_	_	0x1	_	_	_	_
66-3	PKP131	66	gamberoni	gamberoni	linguistic	none	_	End=120.054	_	_	_	_	_
67-0	PKP125	67	mh	mh	linguistic	none	_	Begin=122.261|End=122.507	_	_	_	_	BC
68-0	PKP131	68	e	e	linguistic	none	_	Begin=123.586	_	_	_	_	_
68-1	PKP131	68	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
68-2	PKP131	68	erano	erano	linguistic	none	_	End=124.064	_	_	_	_	_
69-0	PKP131	69	((ride))	((ride))	nonverbalbehavior	none	_	Begin=124.616|End=124.93	_	_	_	_	_
70-0	PKP131	70	la::	la	linguistic	none	_	Begin=125.221|End=125.96	1x2	_	_	_	_
71-0	PKP131	71	la	la	linguistic	none	_	Begin=126.459	_	_	_	_	_
71-1	PKP131	71	barbie::	barbie	linguistic	none	_	End=127.284	5x2	_	_	_	_
72-0	PKP131	72	c(io)è:	cioè	linguistic	none	_	Begin=127.334|End=127.614	3x1	_	1-3(0)	_	_
73-0	PKP131	73	il	il	linguistic	none	_	Begin=127.655	_	_	_	_	_
73-1	PKP131	73	neonato:	neonato	linguistic	none	_	_	6x1	_	_	_	_
73-2	PKP131	73	della	della	linguistic	none	_	_	_	_	_	_	_
73-3	PKP131	73	barbie	barbie	linguistic	none	_	_	_	_	_	_	_
73-4	PKP131	73	truccata	truccata	linguistic	none	_	_	_	_	_	_	_
73-5	PKP131	73	da	da	linguistic	none	_	_	_	_	_	_	_
73-6	PKP131	73	mia	mia	linguistic	none	_	_	_	_	_	_	_
73-7	PKP131	73	sorella	sorella	linguistic	none	_	End=130.201	_	_	_	_	_
74-0	PKP125	74	non	non	linguistic	none	_	Begin=130.418	_	_	_	_	_
74-1	PKP125	74	sei	sei	linguistic	none	_	_	_	_	_	_	_
74-2	PKP125	74	xxx	x	unknown	none	_	End=131.256	_	_	_	_	_
75-0	PKP131	75	cosa:?	cosa	linguistic	none	Intonation=Rising	Begin=131.295|End=131.811	3x1	_	_	_	OR
76-0	PKP131	76	ma	ma	linguistic	none	_	Begin=133.305	_	_	_	_	_
76-1	PKP131	76	xx	x	unknown	none	_	_	_	_	_	_	_
76-2	PKP131	76	(dire)	dire	linguistic	none	_	End=134.197	_	_	0-4(0)	_	_
77-0	PKP125	77	già	già	linguistic	none	_	Begin=137.064	_	_	_	_	_
77-1	PKP125	77	su	su	linguistic	none	_	_	_	_	_	_	_
77-2	PKP125	77	(questo)	questo	linguistic	none	_	_	_	_	0-6(0)	_	_
77-3	PKP125	77	ma	ma	linguistic	none	_	_	_	_	_	_	_
77-4	PKP125	77	perché?	perché	linguistic	none	Intonation=Rising	End=138.472	_	_	_	_	_
78-0	PKP125	78	queste	queste	linguistic	none	_	Begin=140.95	_	_	_	_	_
78-1	PKP125	78	bambine	bambine	linguistic	none	_	_	_	_	_	_	_
78-2	PKP125	78	costrette	costrette	linguistic	none	_	_	_	_	_	_	_
78-3	PKP125	78	a	a	linguistic	none	_	_	_	_	_	_	_
78-4	PKP125	78	giocare	giocare	linguistic	none	_	_	_	_	_	_	_
78-5	PKP125	78	con	con	linguistic	none	_	_	_	_	_	_	_
78-6	PKP125	78	ste	ste	linguistic	none	_	_	_	_	_	_	_
78-7	PKP125	78	cose:	cose	linguistic	none	_	End=143.354	3x1	_	_	_	_
79-0	PKP125	79	demoniache	demoniache	linguistic	none	_	Begin=143.391|End=144.192	_	_	_	_	_
80-0	PKP125	80	costretta	costretta	linguistic	none	_	Begin=146.054|End=146.724	_	_	_	_	_
81-0	PKP125	81	vabbè	vabbè	linguistic	none	_	Begin=146.881|End=147.175	_	_	_	_	_
82-0	PKP131	82	no	no	linguistic	none	_	Begin=147.73	_	_	_	_	BC
82-1	PKP131	82	in	in	linguistic	none	_	_	_	_	_	_	_
82-2	PKP131	82	realtà	realtà	linguistic	none	_	_	_	_	_	_	_
82-3	PKP131	82	(anche	anche	linguistic	none	_	_	_	_	0-5(0)	_	_
82-4	PKP131	82	no)	no	linguistic	none	_	_	_	_	0-2(0)	_	_
82-5	PKP131	82	c(io)è	cioè	linguistic	none	_	End=149.157	_	_	1-3(1)	_	_
83-0	PKP131	83	non	non	linguistic	none	_	Begin=149.914	_	_	_	_	_
83-1	PKP131	83	lo	lo	linguistic	none	_	_	_	_	_	_	_
83-2	PKP131	83	vogliono	vogliono	linguistic	none	_	_	_	_	_	_	_
83-3	PKP131	83	nemmeno	nemmeno	linguistic	none	_	End=151.083	_	_	_	_	_
84-0	PKP125	84	no?	no	linguistic	none	Intonation=Rising	Begin=151.487|End=151.94	_	_	_	_	_
85-0	PKP131	85	#vonno	vonno	linguistic	some	_	Begin=152.167	_	_	_	_	_
85-1	PKP131	85	u	u	linguistic	some	_	_	_	_	_	_	_
85-2	PKP131	85	telefono	telefono	linguistic	some	_	End=153.266	_	_	_	_	_
86-0	PKP125	86	((ride))	((ride))	nonverbalbehavior	none	_	Begin=153.738|End=154.152	_	_	_	_	_
87-0	PKP125	87	(giustamente)	giustamente	linguistic	none	_	Begin=154.842|End=155.394	_	_	0-11(0)	_	_
88-0	PKP131	88	tiktok	tiktok	linguistic	none	_	Begin=155.707|End=156.477	_	_	_	_	_
89-0	PKP125	89	>tiktok<	tiktok	linguistic	none	_	Begin=156.586	_	Fast=0-6	_	_	_
89-1	PKP125	89	[xx]x	x	unknown	none	_	End=157.704	_	_	_	0-2(7)	_
90-0	PKP131	90	[la	la	linguistic	none	_	Begin=157.285	_	_	_	0-2(7)	_
90-1	PKP131	90	wap]	wap	linguistic	none	_	End=157.645	_	_	_	0-3(7)	_
91-0	PKP131	91	challenge	challenge	linguistic	none	_	Begin=157.741|End=158.241	_	_	_	_	_
92-0	PKP125	92	wap	wap	linguistic	none	_	Begin=158.985	_	_	_	_	_
92-1	PKP125	92	challenge	challenge	linguistic	none	_	_	_	_	_	_	_
92-2	PKP125	92	la	la	linguistic	none	_	_	_	_	_	_	_
92-3	PKP125	92	vorrei	vorrei	linguistic	none	_	_	_	_	_	_	_
92-4	PKP125	92	fare	fare	linguistic	none	_	End=160.403	_	_	_	_	_
93-0	PKP125	93	dopo	dopo	linguistic	none	_	Begin=161.009	_	_	_	_	_
93-1	PKP125	93	la	la	linguistic	none	_	_	_	_	_	_	_
93-2	PKP125	93	facciamo	facciamo	linguistic	none	_	End=161.556	_	_	_	_	_
