token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
94-0	PKP125	94	comunque	comunque	linguistic	none	_	Begin=162.152	_	_	_	_	_
94-1	PKP125	94	m:h	mh	linguistic	none	_	End=162.896	0x1	_	_	_	FP
95-0	PKP125	95	mh	mh	linguistic	none	_	Begin=165.078|End=165.384	_	_	_	_	_
96-0	PKP125	96	(però:)	però	linguistic	none	_	Begin=166.862|End=167.31	3x1	_	0-4(0)	_	_
97-0	PKP125	97	federica	federica	linguistic	none	_	Begin=169.807	_	_	_	_	_
97-1	PKP125	97	secondo	secondo	linguistic	none	_	_	_	_	_	_	_
97-2	PKP125	97	me:	me	linguistic	none	_	_	1x1	_	_	_	_
97-3	PKP125	97	vive	vive	linguistic	none	_	_	_	_	_	_	_
97-4	PKP125	97	in	in	linguistic	none	_	_	_	_	_	_	_
97-5	PKP125	97	un	un	linguistic	none	_	_	_	_	_	_	_
97-6	PKP125	97	mondo	mondo	linguistic	none	_	_	_	_	_	_	_
97-7	PKP125	97	tipo:	tipo	linguistic	none	_	End=172.044	3x1	_	_	_	_
98-0	PKP125	98	fatto	fatto	linguistic	none	_	Begin=172.07	_	_	_	_	_
98-1	PKP125	98	di	di	linguistic	none	_	_	_	_	_	_	_
98-2	PKP125	98	tiktok	tiktok	linguistic	none	_	End=172.901	_	_	_	_	_
99-0	PKP131	99	rica	rica	linguistic	none	_	Begin=173.807	_	_	_	_	_
99-1	PKP131	99	vive	vive	linguistic	none	_	_	_	_	_	_	_
99-2	PKP131	99	in	in	linguistic	none	_	_	_	_	_	_	_
99-3	PKP131	99	un	un	linguistic	none	_	_	_	_	_	_	_
99-4	PKP131	99	mondo::	mondo	linguistic	none	_	End=175.512	4x2	_	_	_	_
100-0	PKP131	100	di	di	linguistic	none	_	Begin=175.576	_	_	_	_	_
100-1	PKP131	100	merda	merda	linguistic	none	_	End=176.216	_	_	_	_	_
101-0	PKP125	101	a	a	linguistic	none	_	Begin=177.369	_	_	_	_	_
101-1	PKP125	101	(che)	che	linguistic	none	_	_	_	_	0-3(0)	_	_
101-2	PKP125	101	livello?	livello	linguistic	none	Intonation=Rising	End=178.098	_	_	_	_	_
102-0	PKP131	102	sta	sta	linguistic	none	_	Begin=178.403	_	_	_	_	_
102-1	PKP131	102	crescendo	crescendo	linguistic	none	_	_	_	_	_	_	_
102-2	PKP131	102	male::	male	linguistic	none	_	End=180.182	3x2	_	_	_	_
103-0	PKP131	103	io	io	linguistic	none	_	Begin=181.305	_	_	_	_	_
103-1	PKP131	103	ho	ho	linguistic	none	_	_	_	_	_	_	_
103-2	PKP131	103	aperto	aperto	linguistic	none	_	_	_	_	_	_	_
103-3	PKP131	103	la	la	linguistic	none	_	_	_	_	_	_	_
103-4	PKP131	103	scommessa	scommessa	linguistic	none	_	_	_	_	_	_	_
103-5	PKP131	103	con	con	linguistic	none	_	_	_	_	_	_	_
103-6	PKP131	103	mamma	mamma	linguistic	none	_	_	_	_	_	_	_
103-7	PKP131	103	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
103-8	PKP131	103	>ho	ho	linguistic	none	_	_	_	Fast=0-2	_	_	_
103-9	PKP131	103	detto<	detto	linguistic	none	_	End=183.117	_	Fast=0-5	_	_	_
104-0	PKP131	104	questa	questa	linguistic	none	_	Begin=183.187	_	_	_	_	_
104-1	PKP131	104	a	a	linguistic	none	_	_	_	_	_	_	_
104-2	PKP131	104	sedic(i)	sedici	linguistic	none	_	_	_	_	5-6(0)	_	_
104-3	PKP131	104	anni	anni	linguistic	none	_	_	_	_	_	_	_
104-4	PKP131	104	ti	ti	linguistic	none	_	_	_	_	_	_	_
104-5	PKP131	104	viene	viene	linguistic	none	_	_	_	_	_	_	_
104-6	PKP131	104	incinta	incinta	linguistic	none	_	_	_	_	_	_	_
104-7	PKP131	104	a	a	linguistic	none	_	_	_	_	_	_	_
104-8	PKP131	104	casa	casa	linguistic	none	_	End=185.108	_	_	_	_	_
105-0	PKP125	105	m:h	mh	linguistic	none	_	Begin=185.454|End=185.822	0x1	_	_	_	BC
106-0	PKP125	106	però	però	linguistic	none	_	Begin=186.655|End=187.073	_	_	_	_	_
107-0	PKP125	107	non	non	linguistic	none	_	Begin=187.228	_	_	_	_	_
107-1	PKP125	107	mi	mi	linguistic	none	_	_	_	_	_	_	_
107-2	PKP125	107	sembra	sembra	linguistic	none	_	_	_	_	_	_	_
107-3	PKP125	107	sciocchina	sciocchina	linguistic	none	_	_	_	_	_	_	_
107-4	PKP125	107	cioè	cioè	linguistic	none	_	_	_	_	_	_	_
107-5	PKP125	107	mi	mi	linguistic	none	_	_	_	_	_	_	_
107-6	PKP125	107	sembra:	sembra	linguistic	none	_	End=189.266	5x1	_	_	_	_
108-0	PKP125	108	>un<	un	linguistic	none	_	Begin=189.344	_	Fast=0-2	_	_	_
108-1	PKP125	108	po':	po'	linguistic	none	_	End=189.758	1x1	_	_	_	_
109-0	PKP125	109	è	è	linguistic	none	_	Begin=193.96	_	_	_	_	_
109-1	PKP125	109	insopportabile	insopportabile	linguistic	none	_	_	_	_	_	_	_
109-2	PKP125	109	si	si	linguistic	none	_	_	_	_	_	_	_
109-3	PKP125	109	però:	però	linguistic	none	_	End=195.482	3x1	_	_	_	_
110-0	PKP125	110	potrebbe	potrebbe	linguistic	none	_	Begin=197.349	_	_	_	_	_
110-1	PKP125	110	diventare	diventare	linguistic	none	_	_	_	_	_	_	_
110-2	PKP125	110	anche	anche	linguistic	none	_	_	_	_	_	_	_
110-3	PKP125	110	molto:	molto	linguistic	none	_	End=198.635	4x1	_	_	_	_
111-0	PKP125	111	intelligente	intelligente	linguistic	none	_	Begin=198.66|End=199.344	_	_	_	_	_
112-0	PKP131	112	indubbiamente	indubbiamente	linguistic	none	_	Begin=199.463|End=200.295	_	_	_	_	BC
113-0	PKP131	113	forse	forse	linguistic	none	_	Begin=202.103	_	_	_	_	_
113-1	PKP131	113	è	è	linguistic	none	_	_	_	_	_	_	_
113-2	PKP131	113	ancora	ancora	linguistic	none	_	_	_	_	_	_	_
113-3	PKP131	113	troppo	troppo	linguistic	none	_	_	_	_	_	_	_
113-4	PKP131	113	piccola	piccola	linguistic	none	_	End=203.285	_	_	_	_	_
114-0	PKP131	114	però	però	linguistic	none	_	Begin=203.334	_	_	_	_	_
114-1	PKP131	114	lei	lei	linguistic	none	_	End=203.768	_	_	_	_	_
115-0	PKP131	115	sai	sai	linguistic	none	_	Begin=204.202	_	_	_	_	_
115-1	PKP131	115	che	che	linguistic	none	_	_	_	_	_	_	_
115-2	PKP131	115	cosa	cosa	linguistic	none	_	_	_	_	_	_	_
115-3	PKP131	115	tiene?	tiene	linguistic	none	Intonation=Rising	End=205.113	_	_	_	_	_
116-0	PKP131	116	che	che	linguistic	none	_	Begin=205.172|End=205.433	_	_	_	_	_
117-0	PKP131	117	m::h	mh	linguistic	none	_	Begin=205.555|End=206.133	0x2	_	_	_	FP
118-0	PKP131	118	vuole	vuole	linguistic	none	_	Begin=206.896	_	_	_	_	_
118-1	PKP131	118	fare	fare	linguistic	none	_	_	_	_	_	_	_
118-2	PKP131	118	la	la	linguistic	none	_	_	_	_	_	_	_
118-3	PKP131	118	grande	grande	linguistic	none	_	End=207.807	_	_	_	_	_
119-0	PKP131	119	in	in	linguistic	none	_	Begin=207.841	_	_	_	_	_
119-1	PKP131	119	poche	poche	linguistic	none	_	_	_	_	_	_	_
119-2	PKP131	119	paro:le	parole	linguistic	none	_	_	3x1	_	_	_	_
119-3	PKP131	119	vuole::	vuole	linguistic	none	_	End=209.344	4x2	_	_	_	_
120-0	PKP125	120	sì	sì	linguistic	none	_	Begin=210.674|End=210.98	_	_	_	_	BC
121-0	PKP131	121	si	si	linguistic	none	_	Begin=211.088	_	_	_	_	_
121-1	PKP131	121	vuole	vuole	linguistic	none	_	_	_	_	_	_	_
121-2	PKP131	121	truccare	truccare	linguistic	none	_	_	_	_	_	_	_
121-3	PKP131	121	si	si	linguistic	none	_	_	_	_	_	_	_
121-4	PKP131	121	vuole	vuole	linguistic	none	_	_	_	_	_	_	_
121-5	PKP131	121	fare	fare	linguistic	none	_	_	_	_	_	_	_
121-6	PKP131	121	le	le	linguistic	none	_	_	_	_	_	_	_
121-7	PKP131	121	unghie	unghie	linguistic	none	_	End=212.502	_	_	_	_	_
122-0	PKP131	122	ma	ma	linguistic	none	_	Begin=212.541	_	_	_	_	_
122-1	PKP131	122	non	non	linguistic	none	_	_	_	_	_	_	_
122-2	PKP131	122	è	è	linguistic	none	_	End=212.95	_	_	_	_	_
123-0	PKP131	123	cioè	cioè	linguistic	none	_	Begin=213.004	_	_	_	_	_
123-1	PKP131	123	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
123-2	PKP131	123	ultimo	ultimo	linguistic	none	_	_	_	_	_	_	_
123-3	PKP131	123	episodio	episodio	linguistic	none	_	_	_	_	_	_	_
123-4	PKP131	123	è	è	linguistic	none	_	_	_	_	_	_	_
123-5	PKP131	123	stato	stato	linguistic	none	_	_	_	_	_	_	_
123-6	PKP131	123	devastante	devastante	linguistic	none	_	End=214.911	_	_	_	_	_
124-0	PKP131	124	cioè	cioè	linguistic	none	_	Begin=214.965	_	_	_	_	_
124-1	PKP131	124	praticam[ente]	praticamente	linguistic	none	_	End=215.758	_	_	_	8-12(8)	_
125-0	PKP125	125	((ride))	((ride))	nonverbalbehavior	none	_	Begin=215.172|End=215.438	_	_	_	_	_
126-0	PKP125	126	[addiri]ttura?	addirittura	linguistic	none	Intonation=Rising	Begin=215.463|End=216.108	_	_	_	0-6(8)	_
127-0	PKP131	127	ti	ti	linguistic	none	_	Begin=216.28	_	_	_	_	_
127-1	PKP131	127	giuro:	giuro	linguistic	none	_	End=216.965	4x1	_	_	_	_
128-0	PKP131	128	(cioè	cioè	linguistic	none	_	Begin=217.674	_	_	0-4(0)	_	_
128-1	PKP131	128	se:nti)	senti	linguistic	none	_	End=218.059	1x1	_	0-5(0)	_	_
129-0	PKP131	129	venne	venne	linguistic	none	_	Begin=220.251	_	_	_	_	_
129-1	PKP131	129	un'	un'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
129-2	PKP131	129	amica	amica	linguistic	none	_	_	_	_	_	_	_
129-3	PKP131	129	a	a	linguistic	none	_	_	_	_	_	_	_
129-4	PKP131	129	casa	casa	linguistic	none	_	End=221.384	_	_	_	_	_
130-0	PKP125	130	m:h	mh	linguistic	none	_	Begin=222.221|End=222.472	0x1	_	_	_	BC
131-0	PKP131	131	e	e	linguistic	none	_	Begin=222.516	_	_	_	_	_
131-1	PKP131	131	allora	allora	linguistic	none	_	_	_	_	_	_	_
131-2	PKP131	131	disse	disse	linguistic	none	_	End=223.103	_	_	_	_	_
132-0	PKP131	132	ce	ce	linguistic	none	_	Begin=223.137	_	_	_	_	_
132-1	PKP131	132	ne	ne	linguistic	none	_	_	_	_	_	_	_
132-2	PKP131	132	possiamo	possiamo	linguistic	none	_	_	_	_	_	_	_
132-3	PKP131	132	andare	andare	linguistic	none	_	_	_	_	_	_	_
132-4	PKP131	132	giù	giù	linguistic	none	_	_	_	_	_	_	_
132-5	PKP131	132	in	in	linguistic	none	_	_	_	_	_	_	_
132-6	PKP131	132	cucina	cucina	linguistic	none	_	_	_	_	_	_	_
132-7	PKP131	132	da	da	linguistic	none	_	_	_	_	_	_	_
132-8	PKP131	132	nonna?	nonna	linguistic	none	Intonation=Rising	End=225.059	_	_	_	_	_
133-0	PKP131	133	nella	nella	linguistic	none	_	Begin=225.094	_	_	_	_	_
133-1	PKP131	133	cucina	cucina	linguistic	none	_	_	_	_	_	_	_
133-2	PKP131	133	(>di	di	linguistic	none	_	_	_	Fast=0-2	0-2(0)	_	_
133-3	PKP131	133	là<)	là	linguistic	none	_	_	_	Fast=0-2	0-2(0)	_	_
133-4	PKP131	133	che	che	linguistic	none	_	_	_	_	_	_	_
133-5	PKP131	133	sta	sta	linguistic	none	_	End=226.211	_	_	_	_	_
134-0	PKP131	134	([già	già	linguistic	none	_	Begin=226.259	_	_	0-3(0)	0-3(9)	_
134-1	PKP131	134	un	un	linguistic	none	_	_	_	_	0-2(0)	0-2(9)	_
134-2	PKP131	134	po']	po'	linguistic	none	_	_	_	_	0-3(0)	0-3(9)	_
134-3	PKP131	134	più	più	linguistic	none	_	_	_	_	0-3(0)	_	_
134-4	PKP131	134	in	in	linguistic	none	_	_	_	_	0-2(0)	_	_
134-5	PKP131	134	là)	là	linguistic	none	_	_	_	_	0-2(0)	_	_
134-6	PKP131	134	no?	no	linguistic	none	Intonation=Rising	End=227.136	_	_	_	_	_
135-0	PKP125	135	[mh]	mh	linguistic	none	_	Begin=226.339|End=226.61	_	_	_	0-2(9)	BC
136-0	PKP131	136	come	come	linguistic	none	_	Begin=228.162	_	_	_	_	_
136-1	PKP131	136	facevi	facevi	linguistic	none	_	_	_	_	_	_	_
136-2	PKP131	136	xxx	x	unknown	none	_	End=229.315	_	_	_	_	_
137-0	PKP131	137	(mamma	mamma	linguistic	none	_	Begin=230.157	_	_	0-5(0)	_	_
137-1	PKP131	137	ha	ha	linguistic	none	_	_	_	_	0-2(0)	_	_
137-2	PKP131	137	detto)	detto	linguistic	none	_	_	_	_	0-5(0)	_	_
137-3	PKP131	137	vabbè	vabbè	linguistic	none	_	_	_	_	_	_	_
137-4	PKP131	137	vai:	vai	linguistic	none	_	End=231.226	2x1	_	_	_	_
138-0	PKP131	138	si	si	linguistic	none	_	Begin=233.021	_	_	_	_	_
138-1	PKP131	138	è	è	linguistic	none	_	_	_	_	_	_	_
138-2	PKP131	138	affacciata	affacciata	linguistic	none	_	End=234.034	_	_	_	_	_
139-0	PKP125	139	((ride))	((ride))	nonverbalbehavior	none	_	Begin=234.492|End=234.939	_	_	_	_	_
140-0	PKP131	140	mamma	mamma	linguistic	none	_	Begin=234.573|End=234.947	_	_	_	_	_
141-0	PKP131	141	stavano	stavano	linguistic	none	_	Begin=234.985	_	_	_	_	_
141-1	PKP131	141	facendo	facendo	linguistic	none	_	_	_	_	_	_	_
141-2	PKP131	141	i	i	linguistic	none	_	_	_	_	_	_	_
141-3	PKP131	141	tiktok	tiktok	linguistic	none	_	End=236.157	_	_	_	_	_
142-0	PKP131	142	#quindi	quindi	linguistic	some	_	Begin=236.379	_	_	_	_	_
142-1	PKP131	142	tutt'	tutt'	linguistic	some	SpaceAfter=No	_	_	_	_	_	_
142-2	PKP131	142	appost	appost	linguistic	some	_	End=237.211	_	_	_	_	_
143-0	PKP125	143	oka(y)	okay	linguistic	none	_	Begin=237.768|End=238.139	_	_	3-4(0)	_	BC
144-0	PKP131	144	fin	fin	linguistic	none	_	Begin=238.906	_	_	_	_	_
144-1	PKP131	144	quì	quì	linguistic	none	_	_	_	_	_	_	_
144-2	PKP131	144	tutto	tutto	linguistic	none	_	_	_	_	_	_	_
144-3	PKP131	144	bene	bene	linguistic	none	_	End=239.763	_	_	_	_	_
145-0	PKP131	145	po:i	poi	linguistic	none	_	Begin=239.867|End=240.31	1x1	_	_	_	_
146-0	PKP131	146	ha	ha	linguistic	none	_	Begin=240.428	_	_	_	_	_
146-1	PKP131	146	(stanato)	stanato	linguistic	none	_	_	_	_	0-7(0)	_	_
146-2	PKP131	146	delle	delle	linguistic	none	_	_	_	_	_	_	_
146-3	PKP131	146	altre	altre	linguistic	none	_	_	_	_	_	_	_
146-4	PKP131	146	amiche	amiche	linguistic	none	_	End=241.975	_	_	_	_	_
147-0	PKP125	147	((ride))	((ride))	nonverbalbehavior	none	_	Begin=242.458|End=242.995	_	_	_	_	_
148-0	PKP131	148	ha	ha	linguistic	none	_	Begin=243.95	_	_	_	_	_
148-1	PKP131	148	portato	portato	linguistic	none	_	_	_	_	_	_	_
148-2	PKP131	148	queste	queste	linguistic	none	_	_	_	_	_	_	_
148-3	PKP131	148	altre	altre	linguistic	none	_	_	_	_	_	_	_
148-4	PKP131	148	ami[che]	amiche	linguistic	none	_	End=245.339	_	_	_	3-6(10)	_
149-0	PKP125	149	[ass]embramento	assembramento	linguistic	none	_	Begin=245.147	_	_	_	0-3(10)	_
149-1	PKP125	149	di	di	linguistic	none	_	_	_	_	_	_	_
149-2	PKP125	149	amiche	amiche	linguistic	none	_	End=246.507	_	_	_	_	_
150-0	PKP131	150	portato	portato	linguistic	none	_	Begin=247.408	_	_	_	_	_
150-1	PKP131	150	queste	queste	linguistic	none	_	_	_	_	_	_	_
150-2	PKP131	150	altre	altre	linguistic	none	_	_	_	_	_	_	_
150-3	PKP131	150	amiche	amiche	linguistic	none	_	End=248.522	_	_	_	_	_
151-0	PKP131	151	comunque	comunque	linguistic	none	_	Begin=248.61|End=249.063	_	_	_	_	_
152-0	PKP131	152	io	io	linguistic	none	_	Begin=249.177	_	_	_	_	_
152-1	PKP131	152	non	non	linguistic	none	_	_	_	_	_	_	_
152-2	PKP131	152	so	so	linguistic	none	_	_	_	_	_	_	_
152-3	PKP131	152	come	come	linguistic	none	_	_	_	_	_	_	_
152-4	PKP131	152	hanno	hanno	linguistic	none	_	_	_	_	_	_	_
152-5	PKP131	152	fatto	fatto	linguistic	none	_	End=250.28	_	_	_	_	_
153-0	PKP131	153	hanno	hanno	linguistic	none	_	Begin=250.305	_	_	_	_	_
153-1	PKP131	153	aperto	aperto	linguistic	none	_	_	_	_	_	_	_
153-2	PKP131	153	la	la	linguistic	none	_	_	_	_	_	_	_
153-3	PKP131	153	bombola	bombola	linguistic	none	_	_	_	_	_	_	_
153-4	PKP131	153	del	del	linguistic	none	_	_	_	_	_	_	_
153-5	PKP131	153	gas	gas	linguistic	none	_	End=251.827	_	_	_	_	_
154-0	PKP125	154	COSA:?	cosa	linguistic	none	Intonation=Rising|Volume=High	Begin=251.901|End=252.733	3x1	_	_	_	_
155-0	PKP131	155	si	si	linguistic	none	_	Begin=253.896	_	_	_	_	_
155-1	PKP131	155	sono	sono	linguistic	none	_	_	_	_	_	_	_
155-2	PKP131	155	messe	messe	linguistic	none	_	_	_	_	_	_	_
155-3	PKP131	155	a	a	linguistic	none	_	_	_	_	_	_	_
155-4	PKP131	155	cucinare	cucinare	linguistic	none	_	End=255.128	_	_	_	_	_
156-0	PKP131	156	hanno	hanno	linguistic	none	_	Begin=255.374	_	_	_	_	_
156-1	PKP131	156	fatto	fatto	linguistic	none	_	_	_	_	_	_	_
156-2	PKP131	156	la	la	linguistic	none	_	_	_	_	_	_	_
156-3	PKP131	156	pasta,	pasta	linguistic	none	Intonation=weakly_rising	End=256.615	_	_	_	_	_
157-0	PKP131	157	i	i	linguistic	none	_	Begin=256.66	_	_	_	_	_
157-1	PKP131	157	wurstel,	wurstel	linguistic	none	Intonation=weakly_rising	End=257.31	_	_	_	_	_
158-0	PKP131	158	i	i	linguistic	none	_	Begin=257.358	_	_	_	_	_
158-1	PKP131	158	pop	pop	linguistic	none	_	_	_	_	_	_	_
158-2	PKP131	158	corn	corn	linguistic	none	_	End=258.423	_	_	_	_	_
159-0	PKP125	159	((ride))	((ride))	nonverbalbehavior	none	_	Begin=258.586|End=260.555	_	_	_	_	_
160-0	PKP131	160	non	non	linguistic	none	_	Begin=258.813	_	_	_	_	_
160-1	PKP131	160	so	so	linguistic	none	_	_	_	_	_	_	_
160-2	PKP131	160	xxxx	x	unknown	none	_	_	_	_	_	_	_
160-3	PKP131	160	quel	quel	linguistic	none	_	_	_	_	_	_	_
160-4	PKP131	160	xx	x	unknown	none	_	End=260.476	_	_	_	_	_
161-0	PKP131	161	che	che	linguistic	none	_	Begin=261.201	_	_	_	_	_
161-1	PKP131	161	comunque	comunque	linguistic	none	_	End=261.954	_	_	_	_	_
162-0	PKP125	162	adoro	adoro	linguistic	none	_	Begin=262.132	_	_	_	_	_
162-1	PKP125	162	((ride))	((ride))	nonverbalbehavior	none	_	End=263.211	_	_	_	_	_
163-0	PKP125	163	((fa	((fa	nonverbalbehavior	none	_	Begin=264.266	_	_	_	_	_
163-1	PKP125	163	un	un	linguistic	none	_	_	_	_	_	_	_
163-2	PKP125	163	urletto)	urletto	linguistic	none	_	End=264.64	_	_	_	_	_
164-0	PKP125	164	((ride))	((ride))	nonverbalbehavior	none	_	Begin=264.667|End=265.098	_	_	_	_	_
165-0	PKP131	165	è	è	linguistic	none	_	Begin=265.832	_	_	_	_	_
165-1	PKP131	165	successo	successo	linguistic	none	_	_	_	_	_	_	_
165-2	PKP131	165	il	il	linguistic	none	_	_	_	_	_	_	_
165-3	PKP131	165	panico	panico	linguistic	none	_	End=267.039	_	_	_	_	_
166-0	PKP131	166	#nonna	nonna	linguistic	some	_	Begin=269.581	_	_	_	_	_
166-1	PKP131	166	tutta	tutta	linguistic	some	_	_	_	_	_	_	_
166-2	PKP131	166	(sgobellata)	sgobellata	linguistic	some	_	_	_	_	0-10(0)	_	_
166-3	PKP131	166	che	che	linguistic	some	_	_	_	_	_	_	_
166-4	PKP131	166	non	non	linguistic	some	_	_	_	_	_	_	_
166-5	PKP131	166	riusciva	riusciva	linguistic	some	_	_	_	_	_	_	_
166-6	PKP131	166	a:	a	linguistic	some	_	End=271.891	0x1	_	_	_	_
167-0	PKP131	167	perché	perché	linguistic	none	_	Begin=272.098	_	_	_	_	_
167-1	PKP131	167	veramente	veramente	linguistic	none	_	End=272.916	_	_	_	_	_
168-0	PKP131	168	boh	boh	linguistic	none	_	Begin=273.793|End=274.211	_	_	_	_	_
169-0	PKP131	169	(guarda)	guarda	linguistic	none	_	Begin=276.266	_	_	0-6(0)	_	_
169-1	PKP131	169	che	che	linguistic	none	_	_	_	_	_	_	_
169-2	PKP131	169	hanno	hanno	linguistic	none	_	_	_	_	_	_	_
169-3	PKP131	169	fatto	fatto	linguistic	none	_	End=277.157	_	_	_	_	_
170-0	PKP125	170	ma	ma	linguistic	none	_	Begin=277.285	_	_	_	_	_
170-1	PKP125	170	erano	erano	linguistic	none	_	_	_	_	_	_	_
170-2	PKP125	170	commestibili	commestibili	linguistic	none	_	_	_	_	_	_	_
170-3	PKP125	170	queste	queste	linguistic	none	_	_	_	_	_	_	_
170-4	PKP125	170	cose	cose	linguistic	none	_	_	_	_	_	_	_
170-5	PKP125	170	che	che	linguistic	none	_	_	_	_	_	_	_
170-6	PKP125	170	hanno	hanno	linguistic	none	_	_	_	_	_	_	_
170-7	PKP125	170	[cucina:(to)]?	cucinato	linguistic	none	Intonation=Rising	End=279.812	5x1	_	6-8(0)	0-8(11)	_
171-0	PKP131	171	[ma	ma	linguistic	none	_	Begin=279.408	_	_	_	0-2(11)	_
171-1	PKP131	171	io]	io	linguistic	none	_	_	_	_	_	0-2(11)	_
171-2	PKP131	171	non	non	linguistic	none	_	_	_	_	_	_	_
171-3	PKP131	171	ne	ne	linguistic	none	_	_	_	_	_	_	_
171-4	PKP131	171	ho	ho	linguistic	none	_	_	_	_	_	_	_
171-5	PKP131	171	idea:	idea	linguistic	none	_	End=280.439	3x1	_	_	_	_
172-0	PKP125	172	dove	dove	linguistic	none	_	Begin=280.689	_	_	_	_	_
172-1	PKP125	172	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
172-2	PKP125	172	hanno	hanno	linguistic	none	_	_	_	_	_	_	_
172-3	PKP125	172	presa	presa	linguistic	none	_	_	_	_	_	_	_
172-4	PKP125	172	la	la	linguistic	none	_	_	_	_	_	_	_
172-5	PKP125	172	pasta?	pasta	linguistic	none	Intonation=Rising	End=282.014	_	_	_	_	_
173-0	PKP131	173	di	di	linguistic	none	_	Begin=282.098	_	_	_	_	_
173-1	PKP131	173	fronte:	fronte	linguistic	none	_	End=282.985	5x1	_	_	_	_
174-0	PKP131	174	da	da	linguistic	none	_	Begin=283.45	_	_	_	_	_
174-1	PKP131	174	tonino	tonino	linguistic	none	_	_	_	_	_	_	_
174-2	PKP131	174	in	in	linguistic	none	_	_	_	_	_	_	_
174-3	PKP131	174	macelle[ria]	macelleria	linguistic	none	_	End=284.61	_	_	_	7-10(12)	_
175-0	PKP125	175	[la	la	linguistic	none	_	Begin=284.413	_	_	_	0-2(12)	_
175-1	PKP125	175	so]no	sono	linguistic	none	_	_	_	_	_	0-2(12)	_
175-2	PKP125	175	andate	andate	linguistic	none	_	_	_	_	_	_	_
175-3	PKP125	175	a	a	linguistic	none	_	_	_	_	_	_	_
175-4	PKP125	175	comprare?	comprare	linguistic	none	Intonation=Rising	End=285.66	_	_	_	_	_
176-0	PKP125	176	((ride))	((ride))	nonverbalbehavior	none	_	Begin=285.822|End=286.458	_	_	_	_	_
177-0	PKP131	177	poi	poi	linguistic	none	_	Begin=286.226	_	_	_	_	_
177-1	PKP131	177	tengono	tengono	linguistic	none	_	_	_	_	_	_	_
177-2	PKP131	177	tipo	tipo	linguistic	none	_	_	_	_	_	_	_
177-3	PKP131	177	due	due	linguistic	none	_	_	_	_	_	_	_
177-4	PKP131	177	euro	euro	linguistic	none	_	_	_	_	_	_	_
177-5	PKP131	177	a	a	linguistic	none	_	_	_	_	_	_	_
177-6	PKP131	177	testa	testa	linguistic	none	_	End=287.886	_	_	_	_	_
178-0	PKP131	178	ciascuna	ciascuna	linguistic	none	_	Begin=287.931	_	_	_	_	_
178-1	PKP131	178	in	in	linguistic	none	_	_	_	_	_	_	_
178-2	PKP131	178	tasca:	tasca	linguistic	none	_	End=289.03	4x1	_	_	_	_
179-0	PKP131	179	che	che	linguistic	none	_	Begin=289.349	_	_	_	_	_
179-1	PKP131	179	devono	devono	linguistic	none	_	_	_	_	_	_	_
179-2	PKP131	179	uscire	uscire	linguistic	none	_	_	_	_	_	_	_
179-3	PKP131	179	devono	devono	linguistic	none	_	_	_	_	_	_	_
179-4	PKP131	179	anda:(re)	andare	linguistic	none	_	End=291.0	3x1	_	4-6(0)	_	_
180-0	PKP125	180	((ride))	((ride))	nonverbalbehavior	none	_	Begin=290.541|End=293.4	_	_	_	_	_
181-0	PKP131	181	sulla	sulla	linguistic	none	_	Begin=291.046	_	_	_	_	_
181-1	PKP131	181	(villetta)	villetta	linguistic	none	_	_	_	_	0-8(0)	_	_
181-2	PKP131	181	quella	quella	linguistic	none	_	_	_	_	_	_	_
181-3	PKP131	181	xxxxx	x	unknown	none	_	End=292.581	_	_	_	_	_
182-0	PKP131	182	quindi:	quindi	linguistic	none	_	Begin=293.852|End=294.487	5x1	_	_	_	_
183-0	PKP125	183	cioè	cioè	linguistic	none	_	Begin=295.858	_	_	_	_	_
183-1	PKP125	183	ti	ti	linguistic	none	_	_	_	_	_	_	_
183-2	PKP125	183	rendi	rendi	linguistic	none	_	_	_	_	_	_	_
183-3	PKP125	183	conto	conto	linguistic	none	_	End=296.665	_	_	_	_	_
184-0	PKP125	184	qu[esta	questa	linguistic	none	_	Begin=296.704	_	_	_	2-6(13)	_
184-1	PKP125	184	è	è	linguistic	none	_	_	_	_	_	0-1(13)	_
184-2	PKP125	184	una	una	linguistic	none	_	_	_	_	_	0-3(13)	_
184-3	PKP125	184	cosa	cosa	linguistic	none	_	_	_	_	_	0-4(13)	_
184-4	PKP125	184	che]	che	linguistic	none	_	End=297.586	_	_	_	0-3(13)	_
185-0	PKP131	185	[e	e	linguistic	none	_	Begin=296.753	_	_	_	0-1(13)	_
185-1	PKP131	185	sono	sono	linguistic	none	_	_	_	_	_	0-4(13)	_
185-2	PKP131	185	andate	andate	linguistic	none	_	_	_	_	_	0-6(13)	_
185-3	PKP131	185	a	a	linguistic	none	_	_	_	_	_	0-1(13)	_
185-4	PKP131	185	fa'	fa'	linguistic	none	Truncated=Yes	_	_	_	_	0-3(13)	_
185-5	PKP131	185	la	la	linguistic	none	_	_	_	_	_	0-2(13)	_
185-6	PKP131	185	s]pesa	spesa	linguistic	none	_	End=298.064	_	_	_	0-1(13)	_
