token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
306-2	PKP061	306	il	il	linguistic	none	_	_	_	_	_	_	_
306-3	PKP061	306	rivestimento	rivestimento	linguistic	none	_	End=1029.252	_	_	_	_	_
307-0	PKP061	307	che	che	linguistic	none	_	Begin=1031.182	_	_	_	_	_
307-1	PKP061	307	sarebbe	sarebbe	linguistic	none	_	_	_	_	_	_	_
307-2	PKP061	307	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
307-3	PKP061	307	diciamo	diciamo	linguistic	none	_	_	_	_	_	_	_
307-4	PKP061	307	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
307-5	PKP061	307	un	un	linguistic	none	_	_	_	_	_	_	_
307-6	PKP061	307	po'	po'	linguistic	none	_	_	_	_	_	_	_
307-7	PKP061	307	più	più	linguistic	none	_	_	_	_	_	_	_
307-8	PKP061	307	comodo	comodo	linguistic	none	_	_	_	_	_	_	_
307-9	PKP061	307	se	se	linguistic	none	_	_	_	_	_	_	_
307-10	PKP061	307	trovassimo	trovassimo	linguistic	none	_	_	_	_	_	_	_
307-11	PKP061	307	tutto	tutto	linguistic	none	_	_	_	_	_	_	_
307-12	PKP061	307	lì	lì	linguistic	none	_	_	_	_	_	_	_
307-13	PKP061	307	capito?	capito	linguistic	none	Intonation=Rising	End=1035.809	_	_	_	_	_
308-0	PKP061	308	tanto	tanto	linguistic	none	_	Begin=1035.809	_	_	_	_	_
308-1	PKP061	308	per	per	linguistic	none	_	_	_	_	_	_	_
308-2	PKP061	308	le	le	linguistic	none	_	_	_	_	_	_	_
308-3	PKP061	308	misure	misure	linguistic	none	_	_	_	_	_	_	_
308-4	PKP061	308	che	che	linguistic	none	_	_	_	_	_	_	_
308-5	PKP061	308	abbiamo	abbiamo	linguistic	none	_	_	_	_	_	_	_
308-6	PKP061	308	>non	non	linguistic	none	_	_	_	Fast=0-3	_	_	_
308-7	PKP061	308	è	è	linguistic	none	_	_	_	Fast=0-1	_	_	_
308-8	PKP061	308	che	che	linguistic	none	_	_	_	Fast=0-3	_	_	_
308-9	PKP061	308	dobbiamo<	dobbiamo	linguistic	none	_	_	_	Fast=0-8	_	_	_
308-10	PKP061	308	rivestire:	rivestire	linguistic	none	_	End=1039.108	8x1	_	_	_	_
309-0	PKP061	309	m::h	mh	linguistic	none	_	Begin=1040.555	0x2	_	_	_	FP
309-1	PKP061	309	una	una	linguistic	none	_	_	_	_	_	_	_
309-2	PKP061	309	stanza	stanza	linguistic	none	_	_	_	_	_	_	_
309-3	PKP061	309	grande	grande	linguistic	none	_	_	_	_	_	_	_
309-4	PKP061	309	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
309-5	PKP061	309	[e::hm]	ehm	linguistic	none	_	End=1043.259	0x2	_	_	0-3(71)	FP
310-0	PKP057	310	[mhmh]	mhmh	linguistic	none	_	Begin=1042.098|End=1042.877	_	_	_	0-4(71)	BC
311-0	PKP061	311	>sarebbe	sarebbe	linguistic	none	_	Begin=1044.006	_	Fast=0-7	_	_	_
311-1	PKP061	311	più	più	linguistic	none	_	_	_	Fast=0-3	_	_	_
311-2	PKP061	311	comodo<	comodo	linguistic	none	_	_	_	Fast=0-6	_	_	_
311-3	PKP061	311	comunque	comunque	linguistic	none	_	_	_	_	_	_	_
311-4	PKP061	311	intanto	intanto	linguistic	none	_	_	_	_	_	_	_
311-5	PKP061	311	vediamo,	vediamo	linguistic	none	Intonation=weakly_rising	_	_	_	_	_	_
311-6	PKP061	311	perché	perché	linguistic	none	_	_	_	_	_	_	_
311-7	PKP061	311	là	là	linguistic	none	_	_	_	_	_	_	_
311-8	PKP061	311	a	a	linguistic	none	_	_	_	_	_	_	_
311-9	PKP061	311	reggio	reggio	linguistic	none	_	_	_	_	_	_	_
311-10	PKP061	311	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
311-11	PKP061	311	han	han	linguistic	none	_	_	_	_	_	_	_
311-12	PKP061	311	fatto	fatto	linguistic	none	_	_	_	_	_	_	_
311-13	PKP061	311	vedere:	vedere	linguistic	none	_	End=1048.954	5x1	_	_	_	_
312-0	PKP061	312	in	in	linguistic	none	_	Begin=1048.954	_	_	_	_	_
312-1	PKP061	312	questo	questo	linguistic	none	_	_	_	_	_	_	_
312-2	PKP061	312	posto	posto	linguistic	none	_	_	_	_	_	_	_
312-3	PKP061	312	qua	qua	linguistic	none	_	_	_	_	_	_	_
312-4	PKP061	312	>che	che	linguistic	none	_	_	_	Fast=0-3	_	_	_
312-5	PKP061	312	hanno	hanno	linguistic	none	_	_	_	Fast=0-5	_	_	_
312-6	PKP061	312	le	le	linguistic	none	_	_	_	Fast=0-2	_	_	_
312-7	PKP061	312	loro	loro	linguistic	none	_	_	_	Fast=0-4	_	_	_
312-8	PKP061	312	ceramiche	ceramiche	linguistic	none	_	_	_	Fast=0-9	_	_	_
312-9	PKP061	312	ovviamente<	ovviamente	linguistic	none	_	_	_	Fast=0-10	_	_	_
312-10	PKP061	312	perché:	perché	linguistic	none	_	End=1052.572	5x1	_	_	_	_
313-0	PKP061	313	ehm:	ehm	linguistic	none	_	Begin=1052.79	2x1	_	_	_	FP
313-1	PKP061	313	però	però	linguistic	none	_	_	_	_	_	_	_
313-2	PKP061	313	m:h	mh	linguistic	none	_	_	0x1	_	_	_	FP
313-3	PKP061	313	poche	poche	linguistic	none	_	_	_	_	_	_	_
313-4	PKP061	313	cose,	cose	linguistic	none	Intonation=weakly_rising	_	_	_	_	_	_
313-5	PKP061	313	due	due	linguistic	none	_	_	_	_	_	_	_
313-6	PKP061	313	cose	cose	linguistic	none	_	_	_	_	_	_	_
313-7	PKP061	313	capito?	capito	linguistic	none	Intonation=Rising	_	_	_	_	_	_
313-8	PKP061	313	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
313-9	PKP061	313	quindi::.	quindi	linguistic	none	Intonation=Falling	End=1056.863	5x2	_	_	_	_
314-0	PKP057	314	e	e	linguistic	none	_	Begin=1058.673	_	_	_	_	_
314-1	PKP057	314	da	da	linguistic	none	_	_	_	_	_	_	_
314-2	PKP057	314	carboni	carboni	linguistic	none	_	_	_	_	_	_	_
314-3	PKP057	314	ci	ci	linguistic	none	_	_	_	_	_	_	_
314-4	PKP057	314	si	si	linguistic	none	_	_	_	_	_	_	_
314-5	PKP057	314	può	può	linguistic	none	_	_	_	_	_	_	_
314-6	PKP057	314	andare	andare	linguistic	none	_	_	_	_	_	_	_
314-7	PKP057	314	in	in	linguistic	none	_	_	_	_	_	_	_
314-8	PKP057	314	due	due	linguistic	none	_	_	_	_	_	_	_
314-9	PKP057	314	massimo,	massimo	linguistic	none	Intonation=weakly_rising	End=1061.151	_	_	_	_	_
315-0	PKP061	315	sì	sì	linguistic	none	_	Begin=1061.197|End=1061.97	_	_	_	_	BC
316-0	PKP061	316	da	da	linguistic	none	_	Begin=1063.451	_	_	_	_	_
316-1	PKP061	316	carboni	carboni	linguistic	none	_	_	_	_	_	_	_
316-2	PKP061	316	ci	ci	linguistic	none	_	_	_	_	_	_	_
316-3	PKP061	316	si	si	linguistic	none	_	_	_	_	_	_	_
316-4	PKP061	316	può	può	linguistic	none	_	_	_	_	_	_	_
316-5	PKP061	316	andare	andare	linguistic	none	_	_	_	_	_	_	_
316-6	PKP061	316	in	in	linguistic	none	_	_	_	_	_	_	_
316-7	PKP061	316	due.	due	linguistic	none	Intonation=Falling	End=1065.28	_	_	_	_	_
317-0	PKP057	317	mh.	mh	linguistic	none	Intonation=Falling	Begin=1065.287|End=1065.878	_	_	_	_	BC
318-0	PKP061	318	glielo	glielo	linguistic	none	_	Begin=1066.645	_	_	_	_	_
318-1	PKP061	318	si	si	linguistic	none	_	_	_	_	_	_	_
318-2	PKP061	318	può	può	linguistic	none	_	_	_	_	_	_	_
318-3	PKP061	318	anche	anche	linguistic	none	_	_	_	_	_	_	_
318-4	PKP061	318	chiedere	chiedere	linguistic	none	_	_	_	_	_	_	_
318-5	PKP061	318	visto	visto	linguistic	none	_	_	_	_	_	_	_
318-6	PKP061	318	che	che	linguistic	none	_	_	_	_	_	_	_
318-7	PKP061	318	si	si	linguistic	none	_	_	_	_	_	_	_
318-8	PKP061	318	va	va	linguistic	none	_	_	_	_	_	_	_
318-9	PKP061	318	su	su	linguistic	none	_	_	_	_	_	_	_
318-10	PKP061	318	appuntame:nto	appuntamento	linguistic	none	_	_	8x1	_	_	_	_
318-11	PKP061	318	glielo	glielo	linguistic	none	_	_	_	_	_	_	_
318-12	PKP061	318	posso	posso	linguistic	none	_	_	_	_	_	_	_
318-13	PKP061	318	anche	anche	linguistic	none	_	_	_	_	_	_	_
318-14	PKP061	318	chiedere	chiedere	linguistic	none	_	_	_	_	_	_	_
318-15	PKP061	318	se	se	linguistic	none	_	_	_	_	_	_	_
318-16	PKP061	318	nel	nel	linguistic	none	_	_	_	_	_	_	_
318-17	PKP061	318	caso	caso	linguistic	none	_	End=1072.091	_	_	_	_	_
319-0	PKP057	319	[a	a	linguistic	none	_	Begin=1072.797	_	_	_	0-1(72)	_
319-1	PKP057	319	me	me	linguistic	none	_	_	_	_	_	0-2(72)	_
319-2	PKP057	319	non	non	linguistic	none	_	_	_	_	_	0-3(72)	_
319-3	PKP057	319	dispiacere]bbe::	dispiacerebbe	linguistic	none	_	_	12x2	_	_	0-10(72)	_
319-4	PKP057	319	venire	venire	linguistic	none	_	_	_	_	_	_	_
319-5	PKP057	319	a	a	linguistic	none	_	_	_	_	_	_	_
319-6	PKP057	319	vedere.	vedere	linguistic	none	Intonation=Falling	_	_	_	_	_	_
319-7	PKP057	319	giusto	giusto	linguistic	none	_	_	_	_	_	_	SR[29]
319-8	PKP057	319	per	per	linguistic	none	_	_	_	_	_	_	SR[29]
319-9	PKP057	319	da~	da~	linguistic	none	Interrupted=Yes	_	_	_	_	_	SR[29]
319-10	PKP057	319	farmi	farmi	linguistic	none	_	_	_	_	_	_	SR[29]
319-11	PKP057	319	un'	un'	linguistic	none	SpaceAfter=No	_	_	_	_	_	SR[29]
319-12	PKP057	319	idea:	idea	linguistic	none	_	End=1076.995	3x1	_	_	_	SR[29]
320-0	PKP061	320	[>se	se	linguistic	none	_	Begin=1072.927	_	Fast=0-2	_	0-2(72)	_
320-1	PKP061	320	vuoi	vuoi	linguistic	none	_	_	_	Fast=0-4	_	0-4(72)	_
320-2	PKP061	320	venire	venire	linguistic	none	_	_	_	Fast=0-6	_	0-6(72)	_
320-3	PKP061	320	anche	anche	linguistic	none	_	_	_	Fast=0-5	_	0-5(72)	_
320-4	PKP061	320	tu<]	tu	linguistic	none	_	End=1074.482	_	Fast=0-2	_	0-2(72)	_
321-0	PKP061	321	mhmh	mhmh	linguistic	none	_	Begin=1077.009|End=1077.713	_	_	_	_	BC
322-0	PKP057	322	non	non	linguistic	none	_	Begin=1078.546	_	_	_	_	_
322-1	PKP057	322	so	so	linguistic	none	_	_	_	_	_	_	_
322-2	PKP057	322	sui	sui	linguistic	none	_	_	_	_	_	_	_
322-3	PKP057	322	colori:.	colori	linguistic	none	Intonation=Falling	End=1080.363	5x1	_	_	_	_
323-0	PKP061	323	[mh].	mh	linguistic	none	Intonation=Falling	Begin=1079.877|End=1080.362	_	_	_	0-2(73)	BC
324-0	PKP057	324	>[sui	sui	linguistic	none	_	Begin=1080.363	_	Fast=0-3	_	0-3(?)	_
324-1	PKP057	324	co]lori<	colori	linguistic	none	_	_	_	Fast=0-6	_	0-2(?)	_
324-2	PKP057	324	più	più	linguistic	none	_	_	_	_	_	_	_
324-3	PKP057	324	che	che	linguistic	none	_	_	_	_	_	_	_
324-4	PKP057	324	altro	altro	linguistic	none	_	_	_	_	_	_	_
324-5	PKP057	324	perché	perché	linguistic	none	_	_	_	_	_	_	_
324-6	PKP057	324	il	il	linguistic	none	_	_	_	_	_	_	_
324-7	PKP057	324	materiale:	materiale	linguistic	none	_	_	8x1	_	_	_	_
324-8	PKP057	324	è	è	linguistic	none	_	_	_	_	_	_	SR[30]
324-9	PKP057	324	bel~	bel~	linguistic	none	Interrupted=Yes	_	_	_	_	_	SR[30]
324-10	PKP057	324	>cioè<	cioè	linguistic	none	_	_	_	Fast=0-4	_	_	SR[30]
324-11	PKP057	324	so	so	linguistic	none	_	_	_	_	_	_	SR[30]
324-12	PKP057	324	che	che	linguistic	none	_	_	_	_	_	_	SR[30]
324-13	PKP057	324	è	è	linguistic	none	_	_	_	_	_	_	SR[30]
324-14	PKP057	324	bello	bello	linguistic	none	_	End=1083.863	_	_	_	_	SR[30]
325-0	PKP061	325	sì	sì	linguistic	none	_	Begin=1084.007	_	_	_	_	BC
325-1	PKP061	325	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
325-2	PKP061	325	adesso:	adesso	linguistic	none	_	_	5x1	_	_	_	_
325-3	PKP061	325	adesso	adesso	linguistic	none	_	_	_	_	_	_	_
325-4	PKP061	325	quando	quando	linguistic	none	_	_	_	_	_	_	_
325-5	PKP061	325	chiamo	chiamo	linguistic	none	_	_	_	_	_	_	_
325-6	PKP061	325	glielo	glielo	linguistic	none	_	_	_	_	_	_	_
325-7	PKP061	325	chiedo	chiedo	linguistic	none	_	End=1086.963	_	_	_	_	_
326-0	PKP061	326	tanto	tanto	linguistic	none	_	Begin=1088.268	_	_	_	_	_
326-1	PKP061	326	se	se	linguistic	none	_	_	_	_	_	_	_
326-2	PKP061	326	adesso	adesso	linguistic	none	_	_	_	_	_	_	_
326-3	PKP061	326	si	si	linguistic	none	_	_	_	_	_	_	_
326-4	PKP061	326	va	va	linguistic	none	_	_	_	_	_	_	_
326-5	PKP061	326	solo	solo	linguistic	none	_	_	_	_	_	_	_
326-6	PKP061	326	su	su	linguistic	none	_	_	_	_	_	_	_
326-7	PKP061	326	appuntame:nto::	appuntamento	linguistic	none	_	_	8x1,11x2	_	_	_	_
326-8	PKP061	326	quindi:	quindi	linguistic	none	_	End=1092.072	5x1	_	_	_	_
327-0	PKP057	327	sì	sì	linguistic	none	_	Begin=1092.406	_	_	_	_	BC
327-1	PKP057	327	dici	dici	linguistic	none	_	_	_	_	_	_	_
327-2	PKP057	327	che	che	linguistic	none	_	_	_	_	_	_	_
327-3	PKP057	327	si~	si~	linguistic	none	Interrupted=Yes	_	_	_	_	_	_
327-4	PKP057	327	>cioè<	cioè	linguistic	none	_	_	_	Fast=0-4	_	_	_
327-5	PKP057	327	siamo:	siamo	linguistic	none	_	_	4x1	_	_	_	_
327-6	PKP057	327	congiu:nti:	congiunti	linguistic	none	_	_	5x1,8x1	_	_	_	_
327-7	PKP057	327	viviamo	viviamo	linguistic	none	_	_	_	_	_	_	_
327-8	PKP057	327	assi[eme:	assieme	linguistic	none	_	_	6x1	_	_	4-7(74)	_
327-9	PKP057	327	>cioè<]	cioè	linguistic	none	_	End=1096.854	_	Fast=0-4	_	0-4(74)	_
328-0	PKP061	328	[sì	sì	linguistic	none	_	Begin=1095.838	_	_	_	0-2(74)	BC[19]
328-1	PKP061	328	sì]	sì	linguistic	none	_	_	_	_	_	0-2(74)	BC[19]
328-2	PKP061	328	appunto	appunto	linguistic	none	_	_	_	_	_	_	BC[19]
328-3	PKP061	328	>adesso	adesso	linguistic	none	_	_	_	Fast=0-6	_	_	_
328-4	PKP061	328	magari<	magari	linguistic	none	_	_	_	Fast=0-6	_	_	_
328-5	PKP061	328	glielo	glielo	linguistic	none	_	_	_	_	_	_	_
328-6	PKP061	328	dico,	dico	linguistic	none	Intonation=weakly_rising	End=1098.5	_	_	_	_	_
329-0	PKP061	329	SE	se	linguistic	none	Volume=High	Begin=1098.5	_	_	_	_	_
329-1	PKP061	329	NO	no	linguistic	none	Volume=High	_	_	_	_	_	_
329-2	PKP061	329	SE	se	linguistic	none	Volume=High	_	_	_	_	_	_
329-3	PKP061	329	[EVENTUALMENTE]	eventualmente	linguistic	none	Volume=High	_	_	_	_	0-13(75)	_
329-4	PKP061	329	se	se	linguistic	none	_	_	_	_	_	_	_
329-5	PKP061	329	no	no	linguistic	none	_	_	_	_	_	_	_
329-6	PKP061	329	se	se	linguistic	none	_	_	_	_	_	_	_
329-7	PKP061	329	eventualmente	eventualmente	linguistic	none	_	_	_	_	_	_	_
329-8	PKP061	329	vuoi	vuoi	linguistic	none	_	_	_	_	_	_	_
329-9	PKP061	329	andarci	andarci	linguistic	none	_	_	_	_	_	_	_
329-10	PKP061	329	te	te	linguistic	none	_	_	_	_	_	_	_
329-11	PKP061	329	col	col	linguistic	none	_	_	_	_	_	_	_
329-12	PKP061	329	papà	papà	linguistic	none	_	End=1102.154	_	_	_	_	_
330-0	PKP057	330	[se	se	linguistic	none	_	Begin=1098.936	_	_	_	0-2(75)	_
330-1	PKP057	330	no	no	linguistic	none	_	_	_	_	_	0-2(75)	_
330-2	PKP057	330	niente	niente	linguistic	none	_	_	_	_	_	0-6(75)	_
330-3	PKP057	330	eh]	eh	linguistic	none	_	End=1100.109	_	_	_	0-2(75)	_
331-0	PKP057	331	ma	ma	linguistic	none	_	Begin=1102.818	_	_	_	_	_
331-1	PKP057	331	no	no	linguistic	none	_	_	_	_	_	_	_
331-2	PKP057	331	no	no	linguistic	none	_	_	_	_	_	_	_
331-3	PKP057	331	pr~	pr~	linguistic	none	Interrupted=Yes	_	_	_	_	_	_
331-4	PKP057	331	ehm	ehm	linguistic	none	_	_	_	_	_	_	FP
331-5	PKP057	331	no.	no	linguistic	none	Intonation=Falling	_	_	_	_	_	_
331-6	PKP057	331	preferisco	preferisco	linguistic	none	_	_	_	_	_	_	_
331-7	PKP057	331	che	che	linguistic	none	_	_	_	_	_	_	_
331-8	PKP057	331	ci	ci	linguistic	none	_	_	_	_	_	_	_
331-9	PKP057	331	vada	vada	linguistic	none	_	_	_	_	_	_	_
331-10	PKP057	331	tu	tu	linguistic	none	_	_	_	_	_	_	_
331-11	PKP057	331	che	che	linguistic	none	_	_	_	_	_	_	_
331-12	PKP057	331	tu	tu	linguistic	none	_	_	_	_	_	_	_
331-13	PKP057	331	hai::	hai	linguistic	none	_	End=1107.209	2x2	_	_	_	_
332-0	PKP057	332	sei	sei	linguistic	none	_	Begin=1107.781	_	_	_	_	_
332-1	PKP057	332	tu	tu	linguistic	none	_	_	_	_	_	_	_
332-2	PKP057	332	quella	quella	linguistic	none	_	_	_	_	_	_	_
332-3	PKP057	332	che	che	linguistic	none	_	_	_	_	_	_	_
332-4	PKP057	332	gestisce	gestisce	linguistic	none	_	_	_	_	_	_	_
332-5	PKP057	332	il	il	linguistic	none	_	_	_	_	_	_	_
332-6	PKP057	332	[bagno:	bagno	linguistic	none	_	_	4x1	_	_	0-5(76)	_
332-7	PKP057	332	così	così	linguistic	none	_	_	_	_	_	0-4(76)	_
332-8	PKP057	332	e:]:	e	linguistic	none	_	End=1111.118	0x2	_	_	0-1(76)	_
333-0	PKP061	333	[no	no	linguistic	none	_	Begin=1109.314	_	_	_	0-2(76)	BC[20]
333-1	PKP061	333	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	0-3(76)	BC[20]
333-2	PKP061	333	lo	lo	linguistic	none	_	_	_	_	_	0-2(76)	BC[20]
333-3	PKP061	333	so	so	linguistic	none	_	_	_	_	_	0-2(76)	BC[20]
333-4	PKP061	333	però],	però	linguistic	none	Intonation=weakly_rising	End=1110.376	_	_	_	0-4(76)	_
334-0	PKP057	334	è	è	linguistic	none	_	Begin=1111.118	_	_	_	_	_
334-1	PKP057	334	meglio	meglio	linguistic	none	_	_	_	_	_	_	_
334-2	PKP057	334	che	che	linguistic	none	_	_	_	_	_	_	_
334-3	PKP057	334	tu	tu	linguistic	none	_	_	_	_	_	_	_
334-4	PKP057	334	ci	ci	linguistic	none	_	_	_	_	_	_	_
334-5	PKP057	334	vada	vada	linguistic	none	_	_	_	_	_	_	_
334-6	PKP057	334	in	in	linguistic	none	_	_	_	_	_	_	_
334-7	PKP057	334	qualsiasi	qualsiasi	linguistic	none	_	_	_	_	_	_	_
334-8	PKP057	334	caso.	caso	linguistic	none	Intonation=Falling	End=1113.891	_	_	_	_	_
335-0	PKP061	335	comunque,	comunque	linguistic	none	Intonation=weakly_rising	Begin=1114.984	_	_	_	_	_
335-1	PKP061	335	adesso	adesso	linguistic	none	_	_	_	_	_	_	_
335-2	PKP061	335	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
335-3	PKP061	335	glielo	glielo	linguistic	none	_	_	_	_	_	_	_
335-4	PKP061	335	chiedo	chiedo	linguistic	none	_	End=1117.648	_	_	_	_	_
336-0	PKP057	336	anche	anche	linguistic	none	_	Begin=1118.218	_	_	_	_	_
336-1	PKP057	336	perché	perché	linguistic	none	_	_	_	_	_	_	_
336-2	PKP057	336	io	io	linguistic	none	_	_	_	_	_	_	_
336-3	PKP057	336	non	non	linguistic	none	_	_	_	_	_	_	_
336-4	PKP057	336	sap	sap	linguistic	none	_	_	_	_	_	_	_
336-5	PKP057	336	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
336-6	PKP057	336	rei	rei	linguistic	none	_	_	_	_	_	_	_
336-7	PKP057	336	che	che	linguistic	none	_	_	_	_	_	_	_
336-8	PKP057	336	domande	domande	linguistic	none	_	_	_	_	_	_	_
336-9	PKP057	336	fare	fare	linguistic	none	_	_	_	_	_	_	_
336-10	PKP057	336	se	se	linguistic	none	_	_	_	_	_	_	_
336-11	PKP057	336	ci	ci	linguistic	none	_	_	_	_	_	_	_
336-12	PKP057	336	fossero	fossero	linguistic	none	_	_	_	_	_	_	_
336-13	PKP057	336	delle	delle	linguistic	none	_	_	_	_	_	_	_
336-14	PKP057	336	domande:	domande	linguistic	none	_	_	6x1	_	_	_	_
336-15	PKP057	336	da	da	linguistic	none	_	_	_	_	_	_	_
336-16	PKP057	336	fare,	fare	linguistic	none	Intonation=weakly_rising	End=1123.646	_	_	_	_	_
337-0	PKP057	337	non	non	linguistic	none	_	Begin=1123.882	_	_	_	_	_
337-1	PKP057	337	saprei	saprei	linguistic	none	_	_	_	_	_	_	_
337-2	PKP057	337	neanche	neanche	linguistic	none	_	_	_	_	_	_	_
337-3	PKP057	337	cosa	cosa	linguistic	none	_	_	_	_	_	_	_
337-4	PKP057	337	chiedere	chiedere	linguistic	none	_	_	_	_	_	_	_
337-5	PKP057	337	quindi::	quindi	linguistic	none	_	End=1125.89	5x2	_	_	_	_
338-0	PKP061	338	°xxxxxx	x	unknown	none	Volume=Low	Begin=1148.571	_	_	_	_	_
338-1	PKP061	338	tre	tre	linguistic	none	Volume=Low	_	_	_	_	_	_
338-2	PKP061	338	giorni::	giorni	linguistic	none	Volume=Low	_	5x2	_	_	_	_
338-3	PKP061	338	poi	poi	linguistic	none	Volume=Low	_	_	_	_	_	_
338-4	PKP061	338	((bisbiglia))°	((bisbiglia))	nonverbalbehavior	none	Volume=Low	End=1154.653	_	_	_	_	_
339-0	PKP057	339	ti	ti	linguistic	none	_	Begin=1159.618	_	_	_	_	_
339-1	PKP057	339	sei	sei	linguistic	none	_	_	_	_	_	_	_
339-2	PKP057	339	truccata	truccata	linguistic	none	_	_	_	_	_	_	_
339-3	PKP057	339	be:ne.	bene	linguistic	none	Intonation=Falling	End=1160.657	1x1	_	_	_	_
340-0	PKP061	340	GRAzie	grazie	linguistic	none	Volume=High	Begin=1160.657	_	_	_	_	_
340-1	PKP061	340	°cucciola°	cucciola	linguistic	none	Volume=Low	End=1161.938	_	_	_	_	_
341-0	PKP061	341	e::h	eh	linguistic	none	_	Begin=1167.21	0x2	_	_	_	FP
341-1	PKP061	341	mangi	mangi	linguistic	none	_	_	_	_	_	_	_
341-2	PKP061	341	della	della	linguistic	none	_	_	_	_	_	_	_
341-3	PKP061	341	frutta	frutta	linguistic	none	_	_	_	_	_	_	_
341-4	PKP061	341	o	o	linguistic	none	_	_	_	_	_	_	_
341-5	PKP061	341	sei	sei	linguistic	none	_	_	_	_	_	_	_
341-6	PKP061	341	a	a	linguistic	none	_	_	_	_	_	_	_
341-7	PKP061	341	posto?	posto	linguistic	none	Intonation=Rising	End=1169.691	_	_	_	_	_
342-0	PKP057	342	sì	sì	linguistic	none	_	Begin=1170.173	_	_	_	_	_
342-1	PKP057	342	mangio	mangio	linguistic	none	_	_	_	_	_	_	_
342-2	PKP057	342	un'	un'	linguistic	none	SpaceAfter=No	_	_	_	_	_	_
342-3	PKP057	342	arancia	arancia	linguistic	none	_	_	_	_	_	_	_
342-4	PKP057	342	[>se	se	linguistic	none	_	_	_	Fast=0-2	_	0-2(77)	_
342-5	PKP057	342	vuoi	vuoi	linguistic	none	_	_	_	Fast=0-4	_	0-4(77)	_
342-6	PKP057	342	fare	fare	linguistic	none	_	_	_	Fast=0-4	_	0-4(77)	_
342-7	PKP057	342	a	a	linguistic	none	_	_	_	Fast=0-1	_	0-1(77)	_
342-8	PKP057	342	metà<]	metà	linguistic	none	_	_	_	Fast=0-4	_	0-4(77)	_
342-9	PKP057	342	((sbadiglia))	((sbadiglia))	nonverbalbehavior	none	_	End=1174.443	_	_	_	_	_
343-0	PKP061	343	[un'	un'	linguistic	none	SpaceAfter=No	Begin=1172.143	_	_	_	0-3(77)	BC[21]
343-1	PKP061	343	arancia]	arancia	linguistic	none	_	_	_	_	_	0-7(77)	BC[21]
343-2	PKP061	343	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_	_
343-3	PKP061	343	una	una	linguistic	none	_	_	_	_	_	_	_
343-4	PKP061	343	fettina	fettina	linguistic	none	_	End=1174.08	_	_	_	_	_
344-0	PKP061	344	>solo	solo	linguistic	none	_	Begin=1174.443	_	Fast=0-4	_	_	_
344-1	PKP061	344	una	una	linguistic	none	_	_	_	Fast=0-3	_	_	_
344-2	PKP061	344	fettina<	fettina	linguistic	none	_	End=1175.587	_	Fast=0-7	_	_	_
345-0	PKP061	345	>queste	queste	linguistic	none	_	Begin=1179.021	_	Fast=0-6	_	_	_
345-1	PKP061	345	labbra	labbra	linguistic	none	_	_	_	Fast=0-6	_	_	_
345-2	PKP061	345	qua<	qua	linguistic	none	_	_	_	Fast=0-3	_	_	_
345-3	PKP061	345	che	che	linguistic	none	_	_	_	_	_	_	_
345-4	PKP061	345	non::	non	linguistic	none	_	_	2x2	_	_	_	_
345-5	PKP061	345	fa	fa	linguistic	none	_	_	_	_	_	_	_
345-6	PKP061	345	fatica	fatica	linguistic	none	_	_	_	_	_	_	_
345-7	PKP061	345	a	a	linguistic	none	_	_	_	_	_	_	_
345-8	PKP061	345	guarire	guarire	linguistic	none	_	End=1181.89	_	_	_	_	_
346-0	PKP061	346	ma	ma	linguistic	none	_	Begin=1181.89	_	_	_	_	_
346-1	PKP061	346	anche	anche	linguistic	none	_	_	_	_	_	_	_
346-2	PKP061	346	dal	dal	linguistic	none	_	_	_	_	_	_	_
346-3	PKP061	346	secco	secco	linguistic	none	_	_	_	_	_	_	_
346-4	PKP061	346	ve?	ve	linguistic	none	Intonation=Rising	_	_	_	_	_	_
346-5	PKP061	346	più	più	linguistic	none	_	_	_	_	_	_	_
346-6	PKP061	346	che	che	linguistic	none	_	_	_	_	_	_	_
346-7	PKP061	346	altro	altro	linguistic	none	_	_	_	_	_	_	_
346-8	PKP061	346	da	da	linguistic	none	_	_	_	_	_	_	_
346-9	PKP061	346	m:h	mh	linguistic	none	_	End=1184.318	0x1	_	_	_	FP
347-0	PKP057	347	e:::	e	linguistic	none	_	Begin=1187.61	0x3	_	_	_	FP[22]
347-1	PKP057	347	eh	eh	linguistic	none	_	_	_	_	_	_	FP[22]
347-2	PKP057	347	((sospira))	((sospira))	nonverbalbehavior	none	_	End=1189.427	_	_	_	_	_
348-0	PKP057	348	prima	prima	linguistic	none	_	Begin=1191.842	_	_	_	_	_
