token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
122-9	TO065	122	bi[blioteca]?	biblioteca	linguistic	Intonation=Rising	End=265.204	_	_	_	2-10(54)	_
123-0	TO061	123	[però,	però	linguistic	Intonation=weakly_rising	Begin=261.904	_	_	_	0-4(53)	_
123-1	TO061	123	e:hm.	ehm	linguistic	Intonation=Falling	_	0x1	_	_	0-3(53)	FP
123-2	TO061	123	non:	non	linguistic	_	_	2x1	_	_	0-3(53)	_
123-3	TO061	123	mh].	mh	linguistic	Intonation=Falling	End=263.762	_	_	_	0-2(53)	FP
124-0	TO061	124	[allora	allora	linguistic	_	Begin=264.424	_	_	_	0-6(54)	_
124-1	TO061	124	biblio]teca,	biblioteca	linguistic	Intonation=weakly_rising	_	_	_	_	0-6(54)	_
124-2	TO061	124	no.	no	linguistic	Intonation=Falling	_	_	_	_	_	_
124-3	TO061	124	no~	no~	linguistic	Interrupted=Yes	_	_	_	_	_	_
124-4	TO061	124	cioè	cioè	linguistic	_	_	_	_	_	_	_
124-5	TO061	124	ho	ho	linguistic	_	_	_	_	_	_	_
124-6	TO061	124	con[trollato	controllato	linguistic	_	_	_	_	_	3-11(55)	_
124-7	TO061	124	ma	ma	linguistic	_	_	_	_	_	0-2(55)	_
124-8	TO061	124	non	non	linguistic	_	_	_	_	_	0-3(55)	_
124-9	TO061	124	è	è	linguistic	_	_	_	_	_	0-1(55)	_
124-10	TO061	124	disponi]bile.	disponibile	linguistic	Intonation=Falling	End=268.058	_	_	_	0-7(55)	_
125-0	TO065	125	[da	da	linguistic	_	Begin=266.303	_	_	_	0-2(55)	_
125-1	TO065	125	nessuna	nessuna	linguistic	_	_	_	_	_	0-7(55)	_
125-2	TO065	125	parte]?	parte	linguistic	Intonation=Rising	End=267.558	_	_	_	0-5(55)	_
126-0	TO061	126	no.	no	linguistic	Intonation=Falling	Begin=268.442|End=268.772	_	_	_	_	_
127-0	TO061	127	ma	ma	linguistic	_	Begin=269.064	_	_	_	_	_
127-1	TO061	127	io	io	linguistic	_	_	_	_	_	_	_
127-2	TO061	127	lo	lo	linguistic	_	_	_	_	_	_	_
127-3	TO061	127	posso	posso	linguistic	_	_	_	_	_	_	_
127-4	TO061	127	anche	anche	linguistic	_	_	_	_	_	_	_
127-5	TO061	127	acquist~	acquist~	linguistic	Interrupted=Yes|ProsodicLink=Yes	_	_	_	_	_	_
127-6	TO061	127	non	non	linguistic	_	_	_	_	_	_	_
127-7	TO061	127	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_	_
127-8	TO061	127	è	è	linguistic	_	_	_	_	_	_	_
127-9	TO061	127	problema	problema	linguistic	_	_	_	_	_	_	_
127-10	TO061	127	per	per	linguistic	_	_	_	_	_	_	_
127-11	TO061	127	[quello	quello	linguistic	_	_	_	_	_	0-6(56)	_
127-12	TO061	127	lo	lo	linguistic	_	_	_	_	_	0-2(56)	_
127-13	TO061	127	acquisterei	acquisterei	linguistic	_	_	_	_	_	0-11(56)	_
127-14	TO061	127	perché:]	perché	linguistic	_	End=272.955	5x1	_	_	0-6(56)	_
128-0	TO065	128	[(mah	mah	linguistic	_	Begin=270.915	_	_	0-3(0)	0-3(56)	BC[9]
128-1	TO065	128	sì,)	sì	linguistic	Intonation=weakly_rising	_	_	_	0-2(0)	0-2(56)	BC[9]
128-2	TO065	128	ho	ho	linguistic	_	_	_	_	_	0-2(56)	BC[9]
128-3	TO065	128	capito,	capito	linguistic	Intonation=weakly_rising	_	_	_	_	0-6(56)	BC[9]
128-4	TO065	128	però	però	linguistic	_	_	_	_	_	0-4(56)	_
128-5	TO065	128	non	non	linguistic	_	_	_	_	_	0-3(56)	_
128-6	TO065	128	è	è	linguistic	_	_	_	_	_	0-1(56)	_
128-7	TO065	128	motivo	motivo	linguistic	_	_	_	_	_	0-6(56)	_
128-8	TO065	128	per	per	linguistic	_	_	_	_	_	0-3(56)	_
128-9	TO065	128	s]pendere	spendere	linguistic	_	_	_	_	_	0-1(56)	_
128-10	TO065	128	dei	dei	linguistic	_	_	_	_	_	_	_
128-11	TO065	128	soldi.	soldi	linguistic	Intonation=Falling	End=273.85	_	_	_	_	_
129-0	TO065	129	adesso	adesso	linguistic	_	Begin=273.85	_	_	_	_	_
129-1	TO065	129	vediamo	vediamo	linguistic	_	_	_	_	_	_	_
129-2	TO065	129	[un	un	linguistic	_	_	_	_	_	0-2(57)	_
129-3	TO065	129	attimo].	attimo	linguistic	Intonation=Falling	End=275.104	_	_	_	0-6(57)	_
130-0	TO061	130	[no.	no	linguistic	Intonation=Falling	Begin=274.517	_	_	_	0-2(57)	BC[10]
130-1	TO061	130	quello	quello	linguistic	_	_	_	_	_	0-6(57)	BC[10]
130-2	TO061	130	ha	ha	linguistic	_	_	_	_	_	0-2(57)	BC[10]
130-3	TO061	130	ra]gione,	ragione	linguistic	Intonation=weakly_rising	_	_	_	_	0-2(57)	BC[10]
130-4	TO061	130	((ride))	((ride))	nonverbalbehavior	_	End=275.607	_	_	_	_	_
131-0	TO061	131	però	però	linguistic	_	Begin=275.622	_	_	_	_	_
131-1	TO061	131	siccome	siccome	linguistic	_	_	_	_	_	_	_
131-2	TO061	131	appunto	appunto	linguistic	_	_	_	_	_	_	_
131-3	TO061	131	per	per	linguistic	_	_	_	_	_	_	_
131-4	TO061	131	averlo	averlo	linguistic	_	_	_	_	_	_	_
131-5	TO061	131	più	più	linguistic	_	_	_	_	_	_	_
131-6	TO061	131	agevolmente,	agevolmente	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
131-7	TO061	131	perché	perché	linguistic	_	_	_	_	_	_	_
131-8	TO061	131	ho	ho	linguistic	_	_	_	_	_	_	_
131-9	TO061	131	visto	visto	linguistic	_	_	_	_	_	_	_
131-10	TO061	131	che	che	linguistic	_	_	_	_	_	_	_
131-11	TO061	131	in	in	linguistic	_	_	_	_	_	_	_
131-12	TO061	131	bi[blioteca	biblioteca	linguistic	_	_	_	_	_	2-10(58)	_
131-13	TO061	131	non:]	non	linguistic	_	End=280.005	2x1	_	_	0-3(58)	_
132-0	TO065	132	[no,	no	linguistic	Intonation=weakly_rising	Begin=278.794	_	_	_	0-2(58)	_
132-1	TO065	132	perché	perché	linguistic	_	_	_	_	_	0-6(58)	_
132-2	TO065	132	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(58)	_
132-3	TO065	132	adesso	adesso	linguistic	_	_	_	_	_	0-6(58)	_
132-4	TO065	132	ve]diamo.	vediamo	linguistic	Intonation=Falling	End=280.401	_	_	_	0-2(58)	_
133-0	TO065	133	e:h	eh	linguistic	_	Begin=280.562	0x1	_	_	_	FP
133-1	TO065	133	allora,	allora	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
133-2	TO065	133	voglio	voglio	linguistic	_	_	_	_	_	_	_
133-3	TO065	133	solo	solo	linguistic	_	_	_	_	_	_	_
133-4	TO065	133	controllare	controllare	linguistic	_	_	_	_	_	_	_
133-5	TO065	133	se	se	linguistic	_	_	_	_	_	_	_
133-6	TO065	133	per	per	linguistic	_	_	_	_	_	_	_
133-7	TO065	133	[caso	caso	linguistic	_	_	_	_	_	0-4(59)	_
133-8	TO065	133	sta:]	sta	linguistic	_	End=283.618	2x1	_	_	0-3(59)	_
134-0	TO061	134	[e	e	linguistic	_	Begin=282.906	_	_	_	0-1(59)	_
134-1	TO061	134	quello	quello	linguistic	_	_	_	_	_	0-6(59)	_
134-2	TO061	134	è	è	linguistic	_	_	_	_	_	0-1(59)	_
134-3	TO061	134	fondame]ntale.	fondamentale	linguistic	Intonation=Falling	_	_	_	_	0-7(59)	_
134-4	TO061	134	anche	anche	linguistic	_	_	_	_	_	_	_
134-5	TO061	134	perché	perché	linguistic	_	_	_	_	_	_	_
134-6	TO061	134	proprio:	proprio	linguistic	_	_	6x1	_	_	_	_
134-7	TO061	134	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
134-8	TO061	134	m:h	mh	linguistic	_	_	0x1	_	_	_	FP
134-9	TO061	134	[elenca	elenca	linguistic	_	_	_	_	_	0-6(61)	_
134-10	TO061	134	tut]te	tutte	linguistic	_	_	_	_	_	0-3(61)	_
134-11	TO061	134	le	le	linguistic	_	_	_	_	_	_	_
134-12	TO061	134	fo:n[ti:].	fonti	linguistic	Intonation=Falling	End=287.209	1x1,4x1	_	_	3-5(60)	_
135-0	TO065	135	[eh	eh	linguistic	_	Begin=285.11	_	_	_	0-2(61)	BC[11]
135-1	TO065	135	sì].	sì	linguistic	Intonation=Falling	End=285.906	_	_	_	0-2(61)	BC[11]
136-0	TO065	136	[perché	perché	linguistic	_	Begin=286.511	_	_	_	0-6(60)	_
136-1	TO065	136	lì	lì	linguistic	_	_	_	_	_	0-2(60)	_
136-2	TO065	136	bisogne]rebbe	bisognerebbe	linguistic	_	_	_	_	_	0-7(60)	_
136-3	TO065	136	veramente	veramente	linguistic	_	_	_	_	_	_	_
136-4	TO065	136	legger[lo],	leggerlo	linguistic	Intonation=weakly_rising	End=288.917	_	_	_	6-8(62)	_
137-0	TO061	137	[mh].	mh	linguistic	Intonation=Falling	Begin=288.524|End=288.923	_	_	_	0-2(62)	BC
138-0	TO065	138	e	e	linguistic	_	Begin=289.168	_	_	_	_	_
138-1	TO065	138	capi[re	capire	linguistic	_	_	_	_	_	4-6(63)	_
138-2	TO065	138	s~	s~	linguistic	Interrupted=Yes|ProsodicLink=Yes	_	_	_	_	0-2(63)	_
138-3	TO065	138	che	che	linguistic	_	_	_	_	_	0-3(63)	_
138-4	TO065	138	cosa	cosa	linguistic	_	_	_	_	_	0-4(63)	_
138-5	TO065	138	ne	ne	linguistic	_	_	_	_	_	0-2(63)	_
138-6	TO065	138	viene	viene	linguistic	_	_	_	_	_	0-5(63)	_
138-7	TO065	138	f]uori.	fuori	linguistic	Intonation=Falling	End=291.734	_	_	_	0-1(63)	_
139-0	TO061	139	[in	in	linguistic	_	Begin=289.613	_	_	_	0-2(63)	_
139-1	TO061	139	inglese	inglese	linguistic	_	_	_	_	_	0-7(63)	_
139-2	TO061	139	(poi)	poi	linguistic	_	_	_	_	0-3(0)	0-3(63)	_
139-3	TO061	139	sì].	sì	linguistic	Intonation=Falling	End=291.209	_	_	_	0-2(63)	_
140-0	TO065	140	per[ché],	perché	linguistic	Intonation=weakly_rising	Begin=291.784|End=292.265	_	_	_	3-6(64)	_
141-0	TO061	141	[sì].	sì	linguistic	Intonation=Falling	Begin=291.911|End=292.265	_	_	_	0-2(64)	BC
142-0	TO065	142	è	è	linguistic	_	Begin=292.925	_	_	_	_	_
142-1	TO065	142	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
142-2	TO065	142	è	è	linguistic	_	_	_	_	_	_	_
142-3	TO065	142	da	da	linguistic	_	_	_	_	_	_	_
142-4	TO065	142	lì	lì	linguistic	_	_	_	_	_	_	_
142-5	TO065	142	che	che	linguistic	_	_	_	_	_	_	_
142-6	TO065	142	bisogna	bisogna	linguistic	_	_	_	_	_	_	_
142-7	TO065	142	partire	partire	linguistic	_	_	_	_	_	_	_
142-8	TO065	142	insomma.	insomma	linguistic	Intonation=Falling	End=295.309	_	_	_	_	_
143-0	TO065	143	[allora,	allora	linguistic	Intonation=weakly_rising	Begin=295.336	_	_	_	0-6(65)	_
143-1	TO065	143	co]ntrolliamo	controlliamo	linguistic	_	_	_	_	_	0-2(65)	_
143-2	TO065	143	solo	solo	linguistic	_	_	_	_	_	_	_
143-3	TO065	143	un	un	linguistic	_	_	_	_	_	_	_
143-4	TO065	143	attimo?	attimo	linguistic	Intonation=Rising	End=297.767	_	_	_	_	_
144-0	TO061	144	[certo].	certo	linguistic	Intonation=Falling	Begin=295.339|End=296.016	_	_	_	0-5(65)	BC
145-0	TO065	145	s:e,	se	linguistic	Intonation=weakly_rising	Begin=297.857|End=298.497	0x1	_	_	_	_
146-0	TO065	146	per	per	linguistic	_	Begin=298.806	_	_	_	_	_
146-1	TO065	146	caso	caso	linguistic	_	_	_	_	_	_	_
146-2	TO065	146	sta	sta	linguistic	_	_	_	_	_	_	_
146-3	TO065	146	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
146-4	TO065	146	da	da	linguistic	_	_	_	_	_	_	_
146-5	TO065	146	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
146-6	TO065	146	qualche	qualche	linguistic	_	_	_	_	_	_	_
146-7	TO065	146	[parte].	parte	linguistic	Intonation=Falling	End=302.812	_	_	_	0-5(66)	_
147-0	TO061	147	[sì	sì	linguistic	_	Begin=302.162	_	_	_	0-2(66)	BC
147-1	TO061	147	anche	anche	linguistic	_	_	_	_	_	0-5(66)	_
147-2	TO061	147	perché	perché	linguistic	_	_	_	_	_	0-6(66)	_
147-3	TO061	147	deve	deve	linguistic	_	_	_	_	_	0-4(66)	_
147-4	TO061	147	es]sere	essere	linguistic	_	_	_	_	_	0-2(66)	_
147-5	TO061	147	un	un	linguistic	_	_	_	_	_	_	_
147-6	TO061	147	lavoro	lavoro	linguistic	_	_	_	_	_	_	_
147-7	TO061	147	molto	molto	linguistic	_	_	_	_	_	_	_
147-8	TO061	147	im~	im~	linguistic	Interrupted=Yes|ProsodicLink=Yes	_	_	_	_	_	_
147-9	TO061	147	cioè	cioè	linguistic	_	_	_	_	_	_	_
147-10	TO061	147	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
147-11	TO061	147	un	un	linguistic	_	_	_	_	_	_	_
147-12	TO061	147	lavoro	lavoro	linguistic	_	_	_	_	_	_	_
147-13	TO061	147	immane	immane	linguistic	_	_	_	_	_	_	_
147-14	TO061	147	cercare	cercare	linguistic	_	_	_	_	_	_	_
147-15	TO061	147	di	di	linguistic	_	_	_	_	_	_	_
147-16	TO061	147	reperire	reperire	linguistic	_	_	_	_	_	_	_
147-17	TO061	147	tutte	tutte	linguistic	_	_	_	_	_	_	_
147-18	TO061	147	le	le	linguistic	_	_	_	_	_	_	_
147-19	TO061	147	f[onti	fonti	linguistic	_	_	_	_	_	1-5(67)	_
147-20	TO061	147	del:]	del	linguistic	_	End=307.806	2x1	_	_	0-3(67)	_
148-0	TO065	148	[ah	ah	linguistic	_	Begin=306.806	_	_	_	0-2(67)	BC
148-1	TO065	148	si	si	linguistic	_	_	_	_	_	0-2(67)	_
148-2	TO065	148	figuri]	figuri	linguistic	_	_	_	_	_	0-6(67)	_
148-3	TO065	148	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
148-4	TO065	148	che	che	linguistic	_	_	_	_	_	_	_
148-5	TO065	148	in	in	linguistic	_	_	_	_	_	_	_
148-6	TO065	148	quel	quel	linguistic	_	_	_	_	_	_	_
148-7	TO065	148	periodo	periodo	linguistic	_	_	_	_	_	_	_
148-8	TO065	148	ci	ci	linguistic	_	_	_	_	_	_	_
148-9	TO065	148	sono	sono	linguistic	_	_	_	_	_	_	_
148-10	TO065	148	studi	studi	linguistic	_	_	_	_	_	_	_
148-11	TO065	148	sulle	sulle	linguistic	_	_	_	_	_	_	_
148-12	TO065	148	fonti	fonti	linguistic	_	_	_	_	_	_	_
148-13	TO065	148	trobadoriche	trobadoriche	linguistic	_	_	_	_	_	_	_
148-14	TO065	148	di	di	linguistic	_	_	_	_	_	_	_
148-15	TO065	148	petrarca,	petrarca	linguistic	Intonation=weakly_rising	End=311.585	_	_	_	_	_
149-0	TO065	149	centinaia	centinaia	linguistic	_	Begin=312.116	_	_	_	_	_
149-1	TO065	149	e	e	linguistic	_	_	_	_	_	_	_
149-2	TO065	149	centinaia	centinaia	linguistic	_	_	_	_	_	_	_
149-3	TO065	149	di	di	linguistic	_	_	_	_	_	_	_
149-4	TO065	149	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
149-5	TO065	149	cioè,	cioè	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
149-6	TO065	149	eh	eh	linguistic	ProsodicLink=Yes	_	_	_	_	_	FP
149-7	TO065	149	erano	erano	linguistic	_	_	_	_	_	_	_
149-8	TO065	149	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
149-9	TO065	149	matti	matti	linguistic	_	_	_	_	_	_	_
149-10	TO065	149	qui~	qui~	linguistic	Interrupted=Yes	_	_	_	_	_	_
149-11	TO065	149	i	i	linguistic	_	_	_	_	_	_	_
149-12	TO065	149	i	i	linguistic	_	_	_	_	_	_	_
149-13	TO065	149	fi~	fi~	linguistic	Interrupted=Yes	End=315.795	_	_	_	_	_
150-0	TO065	150	cioè	cioè	linguistic	_	Begin=315.82	_	_	_	_	_
150-1	TO065	150	matti.	matti	linguistic	Intonation=Falling	_	_	_	_	_	_
150-2	TO065	150	matti	matti	linguistic	_	_	_	_	_	_	_
150-3	TO065	150	come	come	linguistic	_	_	_	_	_	_	_
150-4	TO065	150	(dire)	dire	linguistic	_	_	_	_	0-4(0)	_	_
150-5	TO065	150	in	in	linguistic	_	_	_	_	_	_	_
150-6	TO065	150	senso	senso	linguistic	_	_	_	_	_	_	_
150-7	TO065	150	posit[ivo,	positivo	linguistic	Intonation=weakly_rising	_	_	_	_	5-8(68)	_
150-8	TO065	150	i]	i	linguistic	_	_	_	_	_	0-1(68)	_
150-9	TO065	150	filologi:	filologi	linguistic	_	_	7x1	_	_	_	_
150-10	TO065	150	tra	tra	linguistic	_	_	_	_	_	_	_
150-11	TO065	150	fine	fine	linguistic	_	_	_	_	_	_	_
150-12	TO065	150	ottocento	ottocento	linguistic	_	_	_	_	_	_	_
150-13	TO065	150	e	e	linguistic	_	_	_	_	_	_	_
150-14	TO065	150	inizio	inizio	linguistic	_	_	_	_	_	_	_
150-15	TO065	150	novecento.	novecento	linguistic	Intonation=Falling	_	_	_	_	_	_
150-16	TO065	150	perché	perché	linguistic	_	End=321.712	_	_	_	_	_
151-0	TO061	151	[sì	sì	linguistic	_	Begin=317.714	_	_	_	0-2(68)	BC[12]
151-1	TO061	151	sì].	sì	linguistic	Intonation=Falling	End=318.408	_	_	_	0-2(68)	BC[12]
152-0	TO065	152	allora,	allora	linguistic	Intonation=weakly_rising	Begin=321.723	_	_	_	_	_
152-1	TO065	152	qui	qui	linguistic	_	_	_	_	_	_	_
152-2	TO065	152	vedo	vedo	linguistic	_	_	_	_	_	_	_
152-3	TO065	152	che	che	linguistic	_	_	_	_	_	_	_
152-4	TO065	152	ce	ce	linguistic	_	_	_	_	_	_	_
152-5	TO065	152	n'	n'	linguistic	SpaceAfter=No	_	_	_	_	_	_
152-6	TO065	152	è	è	linguistic	_	_	_	_	_	_	_
152-7	TO065	152	una	una	linguistic	_	_	_	_	_	_	_
152-8	TO065	152	rista:mpa,	ristampa	linguistic	Intonation=weakly_rising	End=324.32	4x1	_	_	_	_
153-0	TO065	153	del	del	linguistic	_	Begin=326.201	_	_	_	_	_
153-1	TO065	153	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
153-2	TO065	153	sessantase::i,	sessantasei	linguistic	Intonation=weakly_rising	End=328.801	9x2	_	_	_	_
154-0	TO065	154	che	che	linguistic	_	Begin=330.305	_	_	_	_	_
154-1	TO065	154	è	è	linguistic	_	_	_	_	_	_	_
154-2	TO065	154	presente	presente	linguistic	_	_	_	_	_	_	_
154-3	TO065	154	ovviamente	ovviamente	linguistic	_	_	_	_	_	_	_
154-4	TO065	154	solo	solo	linguistic	_	_	_	_	_	_	_
154-5	TO065	154	a	a	linguistic	_	_	_	_	_	_	_
154-6	TO065	154	napoli	napoli	linguistic	_	_	_	_	_	_	_
154-7	TO065	154	neanche	neanche	linguistic	_	_	_	_	_	_	_
154-8	TO065	154	a	a	linguistic	_	_	_	_	_	_	_
154-9	TO065	154	dirl[o].	dirlo	linguistic	Intonation=Falling	End=333.812	_	_	_	4-5(?)	_
155-0	TO061	155	((ride))	((ride))	nonverbalbehavior	_	Begin=333.712|End=334.198	_	_	_	_	_
156-0	TO065	156	e	e	linguistic	_	Begin=334.564	_	_	_	_	_
156-1	TO065	156	inve:ce?	invece	linguistic	Intonation=Rising	End=336.116	3x1	_	_	_	_
157-0	TO065	157	questo?	questo	linguistic	Intonation=Rising	Begin=336.772|End=337.812	_	_	_	_	_
158-0	TO065	158	niente.	niente	linguistic	Intonation=Falling	Begin=341.508|End=342.396	_	_	_	_	_
159-0	TO065	159	è	è	linguistic	_	Begin=342.507	_	_	_	_	_
159-1	TO065	159	vero.	vero	linguistic	Intonation=Falling	End=343.121	_	_	_	_	_
160-0	TO065	160	c'	c'	linguistic	SpaceAfter=No	Begin=344.104	_	_	_	_	_
160-1	TO065	160	è	è	linguistic	_	_	_	_	_	_	_
160-2	TO065	160	a	a	linguistic	_	_	_	_	_	_	_
160-3	TO065	160	bologna.	bologna	linguistic	Intonation=Falling	End=345.11	_	_	_	_	_
161-0	TO065	161	no,	no	linguistic	Intonation=weakly_rising	Begin=346.616	_	_	_	_	_
161-1	TO065	161	perché	perché	linguistic	_	_	_	_	_	_	_
161-2	TO065	161	quello	quello	linguistic	_	_	_	_	_	_	_
161-3	TO065	161	che	che	linguistic	_	_	_	_	_	_	_
161-4	TO065	161	potremmo	potremmo	linguistic	_	_	_	_	_	_	_
161-5	TO065	161	fare?	fare	linguistic	Intonation=Rising	End=349.318	_	_	_	_	_
162-0	TO065	162	eh.	eh	linguistic	Intonation=Falling	Begin=349.53|End=350.011	_	_	_	_	FP
163-0	TO065	163	cercare	cercare	linguistic	_	Begin=354.006	_	_	_	_	_
163-1	TO065	163	di	di	linguistic	_	_	_	_	_	_	_
163-2	TO065	163	acquisirlo.	acquisirlo	linguistic	Intonation=Falling	End=355.613	_	_	_	_	_
164-0	TO061	164	mh.	mh	linguistic	Intonation=Falling	Begin=355.613|End=356.019	_	_	_	_	BC
165-0	TO065	165	e:hm:::	ehm	linguistic	_	Begin=356.542|End=358.104	0x1,2x3	_	_	_	FP
166-0	TO065	166	nel	nel	linguistic	_	Begin=359.404	_	_	_	_	_
166-1	TO065	166	senso	senso	linguistic	_	_	_	_	_	_	_
166-2	TO065	166	che	che	linguistic	_	End=360.311	_	_	_	_	_
167-0	TO061	167	ma	ma	linguistic	_	Begin=360.318	_	_	_	_	_
167-1	TO061	167	io	io	linguistic	_	_	_	_	_	_	_
167-2	TO061	167	lo	lo	linguistic	_	_	_	_	_	_	_
167-3	TO061	167	potrei	potrei	linguistic	_	_	_	_	_	_	_
167-4	TO061	167	trovare	trovare	linguistic	_	_	_	_	_	_	_
167-5	TO061	167	anche	anche	linguistic	_	_	_	_	_	_	_
167-6	TO061	167	usato.	usato	linguistic	Intonation=Falling	End=361.72	_	_	_	_	_
168-0	TO061	168	mi	mi	linguistic	_	Begin=361.733	_	_	_	_	_
168-1	TO061	168	sembra	sembra	linguistic	_	_	_	_	_	_	_
168-2	TO061	168	su	su	linguistic	_	_	_	_	_	_	_
168-3	TO061	168	internet	internet	linguistic	_	_	_	_	_	_	_
168-4	TO061	168	avevo	avevo	linguistic	_	_	_	_	_	_	_
168-5	TO061	168	controllato,	controllato	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
168-6	TO061	168	mi	mi	linguistic	_	_	_	_	_	_	_
168-7	TO061	168	sembra	sembra	linguistic	_	_	_	_	_	_	_
168-8	TO061	168	di	di	linguistic	_	_	_	_	_	_	_
168-9	TO061	168	averlo	averlo	linguistic	_	_	_	_	_	_	_
168-10	TO061	168	trovato	trovato	linguistic	_	_	_	_	_	_	_
168-11	TO061	168	anche	anche	linguistic	_	_	_	_	_	_	_
168-12	TO061	168	usato	usato	linguistic	_	_	_	_	_	_	_
168-13	TO061	168	[il	il	linguistic	_	_	_	_	_	0-2(69)	_
168-14	TO061	168	libro].	libro	linguistic	Intonation=Falling	End=365.571	_	_	_	0-5(69)	_
169-0	TO065	169	[ecco	ecco	linguistic	_	Begin=364.902	_	_	_	0-4(69)	BC
169-1	TO065	169	però]	però	linguistic	_	_	_	_	_	0-4(69)	_
169-2	TO065	169	se	se	linguistic	_	_	_	_	_	_	_
169-3	TO065	169	lei	lei	linguistic	_	_	_	_	_	_	_
169-4	TO065	169	mi	mi	linguistic	_	_	_	_	_	_	_
169-5	TO065	169	ma[nda	manda	linguistic	_	_	_	_	_	2-5(70)	_
169-6	TO065	169	il	il	linguistic	_	_	_	_	_	0-2(70)	_
169-7	TO065	169	li]nk,	link	linguistic	Intonation=weakly_rising	_	_	_	_	0-2(70)	_
169-8	TO065	169	io	io	linguistic	_	_	_	_	_	_	_
169-9	TO065	169	c[erco	cerco	linguistic	_	_	_	_	_	1-5(71)	_
169-10	TO065	169	di	di	linguistic	_	_	_	_	_	0-2(71)	_
169-11	TO065	169	ca]pire	capire	linguistic	_	_	_	_	_	0-2(71)	_
169-12	TO065	169	se	se	linguistic	_	_	_	_	_	_	_
169-13	TO065	169	riusciamo	riusciamo	linguistic	_	_	_	_	_	_	_
169-14	TO065	169	a	a	linguistic	_	_	_	_	_	_	_
169-15	TO065	169	comprarlo	comprarlo	linguistic	_	_	_	_	_	_	_
169-16	TO065	169	con	con	linguistic	_	_	_	_	_	_	_
169-17	TO065	169	la	la	linguistic	_	_	_	_	_	_	_
169-18	TO065	169	biblioteca.	biblioteca	linguistic	Intonation=Falling	End=370.461	_	_	_	_	_
170-0	TO061	170	[xxx]	x	unknown	_	Begin=366.506|End=367.318	_	_	_	0-3(70)	_
171-0	TO061	171	[mhmh]?	mhmh	linguistic	Intonation=Rising	Begin=367.857|End=368.318	_	_	_	0-4(71)	BC
172-0	TO061	172	a::[h].	ah	linguistic	Intonation=Falling	Begin=370.921|End=371.668	0x2	_	_	1-2(72)	BC
173-0	TO065	173	[perch]é	perché	linguistic	_	Begin=371.415|End=372.012	_	_	_	0-5(72)	_
174-0	TO061	174	non	non	linguistic	_	Begin=372.025	_	_	_	_	_
174-1	TO061	174	s[ape]vo	sapevo	linguistic	_	_	_	_	_	1-4(74)	_
174-2	TO061	174	di	di	linguistic	_	_	_	_	_	_	_
174-3	TO061	174	questa	questa	linguistic	_	_	_	_	_	_	_
174-4	TO061	174	possibilit[à:].	possibilità	linguistic	Intonation=Falling	End=374.201	10x1	_	_	10-11(73)	_
175-0	TO065	175	[(cioè.)]	cioè	linguistic	Intonation=Falling	Begin=372.207|End=372.415	_	_	0-4(0)	0-4(74)	_
176-0	TO065	176	[no],	no	linguistic	Intonation=weakly_rising	Begin=373.863	_	_	_	0-2(73)	_
176-1	TO065	176	questa	questa	linguistic	_	_	_	_	_	_	_
176-2	TO065	176	è	è	linguistic	_	_	_	_	_	_	_
176-3	TO065	176	una	una	linguistic	_	_	_	_	_	_	_
176-4	TO065	176	possibilità,	possibilità	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
176-5	TO065	176	e	e	linguistic	_	_	_	_	_	_	_
176-6	TO065	176	nessuno	nessuno	linguistic	_	_	_	_	_	_	_
176-7	TO065	176	può	può	linguistic	_	_	_	_	_	_	_
176-8	TO065	176	s~	s~	linguistic	Interrupted=Yes|ProsodicLink=Yes	_	_	_	_	_	_
176-9	TO065	176	ha	ha	linguistic	_	_	_	_	_	_	_
176-10	TO065	176	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
176-11	TO065	176	può	può	linguistic	_	_	_	_	_	_	_
176-12	TO065	176	discutere	discutere	linguistic	_	_	_	_	_	_	_
176-13	TO065	176	il	il	linguistic	_	_	_	_	_	_	_
176-14	TO065	176	fatto	fatto	linguistic	_	_	_	_	_	_	_
176-15	TO065	176	che	che	linguistic	_	_	_	_	_	_	_
176-16	TO065	176	dobbiamo	dobbiamo	linguistic	_	_	_	_	_	_	_
176-17	TO065	176	acquisire	acquisire	linguistic	_	_	_	_	_	_	_
176-18	TO065	176	un	un	linguistic	_	_	_	_	_	_	_
176-19	TO065	176	volume	volume	linguistic	_	_	_	_	_	_	_
