token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
428-8	TO065	428	intero	intero	linguistic	_	_	_	_	_	_	_
428-9	TO065	428	paragrafo,	paragrafo	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
428-10	TO065	428	poniamo?	poniamo	linguistic	Intonation=Rising	End=902.426	_	_	_	_	_
429-0	TO065	429	stia	stia	linguistic	_	Begin=902.706	_	_	_	_	_
429-1	TO065	429	utilizando	utilizando	linguistic	_	_	_	_	_	_	_
429-2	TO065	429	materiali	materiali	linguistic	_	_	_	_	_	_	_
429-3	TO065	429	tratti	tratti	linguistic	_	_	_	_	_	_	_
429-4	TO065	429	da	da	linguistic	_	_	_	_	_	_	_
429-5	TO065	429	un	un	linguistic	_	_	_	_	_	_	_
429-6	TO065	429	libro	libro	linguistic	_	_	_	_	_	_	_
429-7	TO065	429	che	che	linguistic	_	_	_	_	_	_	_
429-8	TO065	429	ho	ho	linguistic	_	_	_	_	_	_	_
429-9	TO065	429	letto.	letto	linguistic	Intonation=Falling	End=906.209	_	_	_	_	_
430-0	TO061	430	mhmh?	mhmh	linguistic	Intonation=Rising	Begin=906.607|End=907.018	_	_	_	_	BC
431-0	TO065	431	allora	allora	linguistic	_	Begin=907.091	_	_	_	_	_
431-1	TO065	431	in	in	linguistic	_	_	_	_	_	_	_
431-2	TO065	431	questo	questo	linguistic	_	_	_	_	_	_	_
431-3	TO065	431	caso,	caso	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
431-4	TO065	431	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
431-5	TO065	431	cosa	cosa	linguistic	_	_	_	_	_	_	_
431-6	TO065	431	si	si	linguistic	_	_	_	_	_	_	_
431-7	TO065	431	fa.	fa	linguistic	Intonation=Falling	End=909.312	_	_	_	_	_
432-0	TO065	432	banalmente	banalmente	linguistic	_	Begin=910.115	_	_	_	_	_
432-1	TO065	432	si	si	linguistic	_	_	_	_	_	_	_
432-2	TO065	432	fa	fa	linguistic	_	_	_	_	_	_	_
432-3	TO065	432	una	una	linguistic	_	_	_	_	_	_	_
432-4	TO065	432	nota	nota	linguistic	_	_	_	_	_	_	_
432-5	TO065	432	al	al	linguistic	_	_	_	_	_	_	_
432-6	TO065	432	paragrafo	paragrafo	linguistic	_	_	_	_	_	_	_
432-7	TO065	432	in	in	linguistic	_	_	_	_	_	_	_
432-8	TO065	432	cui	cui	linguistic	_	_	_	_	_	_	_
432-9	TO065	432	si	si	linguistic	_	_	_	_	_	_	_
432-10	TO065	432	dice.	dice	linguistic	Intonation=Falling	End=913.11	_	_	_	_	_
433-0	TO065	433	<salvo	salvo	linguistic	_	Begin=913.552	_	Slow=0-5	_	_	_
433-1	TO065	433	diversa	diversa	linguistic	_	_	_	Slow=0-7	_	_	_
433-2	TO065	433	e	e	linguistic	_	_	_	Slow=0-1	_	_	_
433-3	TO065	433	specifica>	specifica	linguistic	_	_	_	Slow=0-9	_	_	_
433-4	TO065	433	indicazione,	indicazione	linguistic	Intonation=weakly_rising	End=916.9	_	_	_	_	_
434-0	TO065	434	quest~	quest~	linguistic	Interrupted=Yes|ProsodicLink=Yes	Begin=917.309	_	_	_	_	_
434-1	TO065	434	i	i	linguistic	_	_	_	_	_	_	_
434-2	TO065	434	da:ti	dati	linguistic	_	_	1x1	_	_	_	_
434-3	TO065	434	gli	gli	linguistic	_	_	_	_	_	_	_
434-4	TO065	434	argome:nti	argomenti	linguistic	_	_	5x1	_	_	_	_
434-5	TO065	434	i	i	linguistic	_	_	_	_	_	_	_
434-6	TO065	434	riferime:nti	riferimenti	linguistic	_	_	7x1	_	_	_	_
434-7	TO065	434	presenti	presenti	linguistic	_	_	_	_	_	_	_
434-8	TO065	434	in	in	linguistic	_	_	_	_	_	_	_
434-9	TO065	434	questo	questo	linguistic	_	_	_	_	_	_	_
434-10	TO065	434	paragrafo,	paragrafo	linguistic	Intonation=weakly_rising	End=922.784	_	_	_	_	_
435-0	TO065	435	sono	sono	linguistic	_	Begin=922.922	_	_	_	_	_
435-1	TO065	435	trat[ti	tratti	linguistic	_	_	_	_	_	4-6(168)	_
435-2	TO065	435	da].	da	linguistic	Intonation=Falling	End=924.198	_	_	_	0-2(168)	_
436-0	TO061	436	[tratti	tratti	linguistic	_	Begin=923.607	_	_	_	0-6(168)	BC[36]
436-1	TO061	436	d]a.	da	linguistic	Intonation=Falling	End=924.37	_	_	_	0-1(168)	BC[36]
437-0	TO065	437	cioè.	cioè	linguistic	Intonation=Falling	Begin=924.762	_	_	_	_	_
437-1	TO065	437	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
437-2	TO065	437	sostanzialmente	sostanzialmente	linguistic	_	_	_	_	_	_	_
437-3	TO065	437	i	i	linguistic	_	_	_	_	_	_	_
437-4	TO065	437	modi	modi	linguistic	_	_	_	_	_	_	_
437-5	TO065	437	in	in	linguistic	_	_	_	_	_	_	_
437-6	TO065	437	cui	cui	linguistic	_	_	_	_	_	_	_
437-7	TO065	437	io	io	linguistic	_	_	_	_	_	_	_
437-8	TO065	437	mi	mi	linguistic	_	_	_	_	_	_	_
437-9	TO065	437	posso	posso	linguistic	_	_	_	_	_	_	_
437-10	TO065	437	relazionare	relazionare	linguistic	_	_	_	_	_	_	_
437-11	TO065	437	alla	alla	linguistic	_	_	_	_	_	_	_
437-12	TO065	437	mia	mia	linguistic	_	_	_	_	_	_	_
437-13	TO065	437	fonte,	fonte	linguistic	Intonation=weakly_rising	End=928.712	_	_	_	_	_
438-0	TO065	438	in	in	linguistic	_	Begin=929.005	_	_	_	_	_
438-1	TO065	438	sede	sede	linguistic	_	_	_	_	_	_	_
438-2	TO065	438	di	di	linguistic	_	_	_	_	_	_	_
438-3	TO065	438	scrittura	scrittura	linguistic	_	_	_	_	_	_	_
438-4	TO065	438	scientifica,	scientifica	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
438-5	TO065	438	sono	sono	linguistic	_	_	_	_	_	_	_
438-6	TO065	438	questi	questi	linguistic	_	_	_	_	_	_	_
438-7	TO065	438	tre.	tre	linguistic	Intonation=Falling	End=931.74	_	_	_	_	_
439-0	TO061	439	mh.	mh	linguistic	Intonation=Falling	Begin=932.099|End=932.337	_	_	_	_	BC
440-0	TO065	440	citazione	citazione	linguistic	_	Begin=932.541	_	_	_	_	_
440-1	TO065	440	diretta,	diretta	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
440-2	TO065	440	parafrasi,	parafrasi	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
440-3	TO065	440	oppure	oppure	linguistic	_	_	_	_	_	_	_
440-4	TO065	440	>come	come	linguistic	_	_	_	Fast=0-4	_	_	_
440-5	TO065	440	dire<	dire	linguistic	_	_	_	Fast=0-4	_	_	_
440-6	TO065	440	ripresa,	ripresa	linguistic	Intonation=weakly_rising	End=937.043	_	_	_	_	_
441-0	TO065	441	a	a	linguistic	_	Begin=937.822	_	_	_	_	_
441-1	TO065	441	lun:go	lungo	linguistic	_	_	2x1	_	_	_	_
441-2	TO065	441	di	di	linguistic	_	_	_	_	_	_	_
441-3	TO065	441	temi	temi	linguistic	_	_	_	_	_	_	_
441-4	TO065	441	argomenti	argomenti	linguistic	_	_	_	_	_	_	_
441-5	TO065	441	[e	e	linguistic	_	_	_	_	_	0-1(169)	_
441-6	TO065	441	discussioni].	discussioni	linguistic	Intonation=Falling	End=940.911	_	_	_	0-11(169)	_
442-0	TO061	442	[tipo	tipo	linguistic	_	Begin=939.944	_	_	_	0-4(169)	_
442-1	TO061	442	u~	u~	linguistic	Interrupted=Yes|ProsodicLink=Yes	_	_	_	_	0-2(169)	_
442-2	TO061	442	una	una	linguistic	_	_	_	_	_	0-3(169)	_
442-3	TO061	442	sintesi]	sintesi	linguistic	_	_	_	_	_	0-7(169)	_
442-4	TO061	442	quindi	quindi	linguistic	_	_	_	_	_	_	_
442-5	TO061	442	in	in	linguistic	_	_	_	_	_	_	_
442-6	TO061	442	so[stanza	sostanza	linguistic	_	_	_	_	_	2-8(170)	_
442-7	TO061	442	di	di	linguistic	_	_	_	_	_	0-2(170)	_
442-8	TO061	442	ciò]	ciò	linguistic	_	_	_	_	_	0-3(170)	_
442-9	TO061	442	che	che	linguistic	_	_	_	_	_	_	_
442-10	TO061	442	viene	viene	linguistic	_	_	_	_	_	_	_
442-11	TO061	442	detto.	detto	linguistic	Intonation=Falling	End=942.811	_	_	_	_	_
443-0	TO065	443	[esatto],	esatto	linguistic	Intonation=weakly_rising	Begin=941.38|End=942.071	_	_	_	0-6(170)	BC
444-0	TO061	444	invece	invece	linguistic	_	Begin=943.016	_	_	_	_	_
444-1	TO061	444	la	la	linguistic	_	_	_	_	_	_	_
444-2	TO061	444	parafrasi	parafrasi	linguistic	_	_	_	_	_	_	_
444-3	TO061	444	proprio	proprio	linguistic	_	_	_	_	_	_	_
444-4	TO061	444	m:h	mh	linguistic	ProsodicLink=Yes	_	0x1	_	_	_	FP
444-5	TO061	444	sì.	sì	linguistic	Intonation=Falling	End=944.734	_	_	_	_	_
445-0	TO061	445	[(xxx)	x	unknown	_	Begin=944.9	_	_	0-3(0)	0-3(171)	_
445-1	TO061	445	vera	vera	linguistic	_	_	_	_	_	0-4(171)	_
445-2	TO061	445	e	e	linguistic	_	_	_	_	_	0-1(171)	_
445-3	TO061	445	propria].	propria	linguistic	Intonation=Falling	End=946.209	_	_	_	0-7(171)	_
446-0	TO065	446	[la	la	linguistic	_	Begin=944.961	_	_	_	0-2(171)	_
446-1	TO065	446	parafrasi	parafrasi	linguistic	_	_	_	_	_	0-9(171)	_
446-2	TO065	446	è	è	linguistic	_	_	_	_	_	0-1(171)	_
446-3	TO065	446	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(171)	_
446-4	TO065	446	i]o	io	linguistic	_	_	_	_	_	0-1(171)	_
446-5	TO065	446	sto.	sto	linguistic	Intonation=Falling	End=947.01	_	_	_	_	_
447-0	TO065	447	utilizzando	utilizzando	linguistic	_	Begin=947.845	_	_	_	_	_
447-1	TO065	447	un	un	linguistic	_	_	_	_	_	_	_
447-2	TO065	447	concetto,	concetto	linguistic	Intonation=weakly_rising	End=949.894	_	_	_	_	_
448-0	TO065	448	che	che	linguistic	_	Begin=950.225	_	_	_	_	_
448-1	TO065	448	è	è	linguistic	_	_	_	_	_	_	_
448-2	TO065	448	un	un	linguistic	_	_	_	_	_	_	_
448-3	TO065	448	concetto	concetto	linguistic	_	_	_	_	_	_	_
448-4	TO065	448	che	che	linguistic	_	_	_	_	_	_	_
448-5	TO065	448	sta	sta	linguistic	_	_	_	_	_	_	_
448-6	TO065	448	usando	usando	linguistic	_	_	_	_	_	_	_
448-7	TO065	448	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
448-8	TO065	448	costanzo	costanzo	linguistic	_	_	_	_	_	_	_
448-9	TO065	448	di	di	linguistic	_	_	_	_	_	_	_
448-10	TO065	448	gir[olam]o.	girolamo	linguistic	Intonation=Falling	End=954.214	_	_	_	3-7(172)	_
449-0	TO061	449	[mh].	mh	linguistic	Intonation=Falling	Begin=953.806|End=954.116	_	_	_	0-2(172)	BC
450-0	TO065	450	non	non	linguistic	_	Begin=954.911	_	_	_	_	_
450-1	TO065	450	è	è	linguistic	_	_	_	_	_	_	_
450-2	TO065	450	mio.	mio	linguistic	Intonation=Falling	End=955.564	_	_	_	_	_
451-0	TO061	451	ho	ho	linguistic	_	Begin=955.864	_	_	_	_	BC[37]
451-1	TO061	451	capito.	capito	linguistic	Intonation=Falling	End=956.301	_	_	_	_	BC[37]
452-0	TO065	452	cioè	cioè	linguistic	_	Begin=956.306	_	_	_	_	_
452-1	TO065	452	io	io	linguistic	_	_	_	_	_	_	_
452-2	TO065	452	lo	lo	linguistic	_	_	_	_	_	_	_
452-3	TO065	452	dico,	dico	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
452-4	TO065	452	però	però	linguistic	_	_	_	_	_	_	_
452-5	TO065	452	poi	poi	linguistic	_	_	_	_	_	_	_
452-6	TO065	452	nella	nella	linguistic	_	_	_	_	_	_	_
452-7	TO065	452	nota	nota	linguistic	_	_	_	_	_	_	_
452-8	TO065	452	ti	ti	linguistic	_	_	_	_	_	_	_
452-9	TO065	452	dico.	dico	linguistic	Intonation=Falling	End=958.513	_	_	_	_	_
453-0	TO065	453	confronta,	confronta	linguistic	Intonation=weakly_rising	Begin=958.513|End=959.607	_	_	_	_	_
454-0	TO061	454	certo.	certo	linguistic	Intonation=Falling	Begin=959.767|End=960.375	_	_	_	_	BC
455-0	TO061	455	perfet[to].	perfetto	linguistic	Intonation=Falling	Begin=960.925|End=961.519	_	_	_	6-8(173)	BC
456-0	TO065	456	[pe]rché,	perché	linguistic	Intonation=weakly_rising	Begin=961.392|End=962.193	_	_	_	0-2(173)	_
457-0	TO065	457	e:::hm.	ehm	linguistic	Intonation=Falling	Begin=962.375|End=963.392	0x3	_	_	_	FP
458-0	TO065	458	questo	questo	linguistic	_	Begin=963.712	_	_	_	_	_
458-1	TO065	458	è	è	linguistic	_	_	_	_	_	_	_
458-2	TO065	458	davvero	davvero	linguistic	_	_	_	_	_	_	_
458-3	TO065	458	importa[nte].	importante	linguistic	Intonation=Falling	End=965.602	_	_	_	7-10(174)	_
459-0	TO061	459	[mh].	mh	linguistic	Intonation=Falling	Begin=965.397|End=965.696	_	_	_	0-2(174)	BC
460-0	TO065	460	[c]ioè	cioè	linguistic	_	Begin=965.607	_	_	_	0-1(175)	_
460-1	TO065	460	bisogna?	bisogna	linguistic	Intonation=Rising	End=966.939	_	_	_	_	_
461-0	TO065	461	che	che	linguistic	_	Begin=968.171	_	_	_	_	_
461-1	TO065	461	il	il	linguistic	_	_	_	_	_	_	_
461-2	TO065	461	lettore	lettore	linguistic	_	_	_	_	_	_	_
461-3	TO065	461	distingua	distingua	linguistic	_	_	_	_	_	_	_
461-4	TO065	461	immediatamente?	immediatamente	linguistic	Intonation=Rising	End=971.701	_	_	_	_	_
462-0	TO065	462	ciò	ciò	linguistic	_	Begin=972.027	_	_	_	_	_
462-1	TO065	462	che	che	linguistic	_	_	_	_	_	_	_
462-2	TO065	462	è	è	linguistic	_	End=973.011	_	_	_	_	_
463-0	TO065	463	semplice.	semplice	linguistic	Intonation=Falling	Begin=973.298|End=973.992	_	_	_	_	_
464-0	TO065	464	si	si	linguistic	_	Begin=973.996	_	_	_	_	_
464-1	TO065	464	fa	fa	linguistic	_	_	_	_	_	_	_
464-2	TO065	464	per	per	linguistic	_	_	_	_	_	_	_
464-3	TO065	464	dire.	dire	linguistic	Intonation=Falling	End=975.104	_	_	_	_	_
465-0	TO065	465	riebolazione	riebolazione	linguistic	_	Begin=975.48	_	_	_	_	_
465-1	TO065	465	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
465-2	TO065	465	di	di	linguistic	_	_	_	_	_	_	_
465-3	TO065	465	idee	idee	linguistic	_	_	_	_	_	_	_
465-4	TO065	465	rinvenute	rinvenute	linguistic	_	_	_	_	_	_	_
465-5	TO065	465	nella	nella	linguistic	_	_	_	_	_	_	_
465-6	TO065	465	propria	propria	linguistic	_	_	_	_	_	_	_
465-7	TO065	465	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
465-8	TO065	465	bibliografia	bibliografia	linguistic	_	_	_	_	_	_	_
465-9	TO065	465	di	di	linguistic	_	_	_	_	_	_	_
465-10	TO065	465	riferimento,	riferimento	linguistic	Intonation=weakly_rising	End=981.436	_	_	_	_	_
466-0	TO065	466	ciò	ciò	linguistic	_	Begin=981.441	_	_	_	_	_
466-1	TO065	466	che	che	linguistic	_	_	_	_	_	_	_
466-2	TO065	466	invece	invece	linguistic	_	_	_	_	_	_	_
466-3	TO065	466	è	è	linguistic	_	_	_	_	_	_	_
466-4	TO065	466	frutto	frutto	linguistic	_	_	_	_	_	_	_
466-5	TO065	466	di	di	linguistic	_	_	_	_	_	_	_
466-6	TO065	466	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_	_
466-7	TO065	466	ela[borazio]ne	elaborazione	linguistic	_	_	_	_	_	3-10(176)	_
466-8	TO065	466	perso[nale].	personale	linguistic	Intonation=Falling	End=984.529	_	_	_	5-9(177)	_
467-0	TO061	467	[okay].	okay	linguistic	Intonation=Falling	Begin=983.137|End=983.513	_	_	_	0-4(176)	BC
468-0	TO061	468	[ho	ho	linguistic	_	Begin=983.969	_	_	_	0-2(177)	BC[38]
468-1	TO061	468	capito	capito	linguistic	_	_	_	_	_	0-6(177)	BC[38]
468-2	TO061	468	s~]	s~	linguistic	Interrupted=Yes|ProsodicLink=Yes	_	_	_	_	0-2(177)	BC[38]
468-3	TO061	468	cert[o].	certo	linguistic	Intonation=Falling	End=984.906	_	_	_	4-5(178)	BC[38]
469-0	TO065	469	[c]ioè	cioè	linguistic	_	Begin=984.817	_	_	_	0-1(178)	_
469-1	TO065	469	in	in	linguistic	_	_	_	_	_	_	_
469-2	TO065	469	questo	questo	linguistic	_	_	_	_	_	_	_
469-3	TO065	469	caso	caso	linguistic	_	_	_	_	_	_	_
469-4	TO065	469	io	io	linguistic	_	_	_	_	_	_	_
469-5	TO065	469	leggendo	leggendo	linguistic	_	_	_	_	_	_	_
469-6	TO065	469	qui,	qui	linguistic	Intonation=weakly_rising	End=987.027	_	_	_	_	_
470-0	TO065	470	un	un	linguistic	_	Begin=987.712	_	_	_	_	_
470-1	TO065	470	po'	po'	linguistic	_	_	_	_	_	_	_
470-2	TO065	470	perché	perché	linguistic	_	_	_	_	_	_	_
470-3	TO065	470	conosco	conosco	linguistic	_	_	_	_	_	_	_
470-4	TO065	470	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	_
470-5	TO065	470	argomento.	argomento	linguistic	Intonation=Falling	End=989.635	_	_	_	_	_
471-0	TO065	471	un	un	linguistic	_	Begin=989.637	_	_	_	_	_
471-1	TO065	471	[po'	po'	linguistic	_	_	_	_	_	0-3(179)	_
471-2	TO065	471	perché	perché	linguistic	_	_	_	_	_	0-6(179)	_
471-3	TO065	471	con]osco	conosco	linguistic	_	_	_	_	_	0-3(179)	_
471-4	TO065	471	le	le	linguistic	_	_	_	_	_	_	_
471-5	TO065	471	sue	sue	linguistic	_	_	_	_	_	_	_
471-6	TO065	471	competenze,	competenze	linguistic	Intonation=weakly_rising	End=991.803	_	_	_	_	_
472-0	TO061	472	[sì	sì	linguistic	_	Begin=989.712	_	_	_	0-2(179)	BC[39]
472-1	TO061	472	sì].	sì	linguistic	Intonation=Falling	End=990.303	_	_	_	0-2(179)	BC[39]
473-0	TO065	473	mi	mi	linguistic	_	Begin=992.209	_	_	_	_	_
473-1	TO065	473	son	son	linguistic	_	_	_	_	_	_	_
473-2	TO065	473	detto.	detto	linguistic	Intonation=Falling	_	_	_	_	_	_
473-3	TO065	473	non	non	linguistic	_	_	_	_	_	_	_
473-4	TO065	473	è	è	linguistic	_	_	_	_	_	_	_
473-5	TO065	473	possibile	possibile	linguistic	_	_	_	_	_	_	_
473-6	TO065	473	che	che	linguistic	_	_	_	_	_	_	_
473-7	TO065	473	questa	questa	linguistic	_	_	_	_	_	_	_
473-8	TO065	473	cosa	cosa	linguistic	_	_	_	_	_	_	_
473-9	TO065	473	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
473-10	TO065	473	[l'	l'	linguistic	SpaceAfter=No	_	_	_	_	0-2(180)	_
473-11	TO065	473	abbia	abbia	linguistic	_	_	_	_	_	0-5(180)	_
473-12	TO065	473	pensata]	pensata	linguistic	_	End=996.248	_	_	_	0-7(180)	_
474-0	TO061	474	[no	no	linguistic	_	Begin=995.104	_	_	_	0-2(180)	BC[40]
474-1	TO061	474	no.	no	linguistic	Intonation=Falling	_	_	_	_	0-2(180)	BC[40]
474-2	TO061	474	certo].	certo	linguistic	Intonation=Falling	End=996.243	_	_	_	0-5(180)	BC[40]
475-0	TO061	475	>no	no	linguistic	_	Begin=996.607	_	Fast=0-2	_	_	BC[41]
475-1	TO061	475	no	no	linguistic	_	_	_	Fast=0-2	_	_	BC[41]
475-2	TO061	475	no<.	no	linguistic	Intonation=Falling	End=997.099	_	Fast=0-2	_	_	BC[41]
476-0	TO065	476	la	la	linguistic	_	Begin=997.11	_	_	_	_	_
476-1	TO065	476	candida[ta	candidata	linguistic	ProsodicLink=Yes	_	_	_	_	7-9(181)	_
476-2	TO065	476	no?]	no	linguistic	Intonation=Rising	End=998.309	_	_	_	0-2(181)	_
477-0	TO061	477	[no	no	linguistic	_	Begin=998.016	_	_	_	0-2(?)	BC[42]
477-1	TO061	477	no	no	linguistic	_	_	_	_	_	0-2(?)	BC[42]
477-2	TO061	477	infatti].	infatti	linguistic	Intonation=Falling	End=999.182	_	_	_	0-7(?)	BC[42]
478-0	TO065	478	[l'	l'	linguistic	SpaceAfter=No	Begin=998.309	_	_	_	0-2(182)	_
478-1	TO065	478	ha	ha	linguistic	_	_	_	_	_	0-2(182)	_
478-2	TO065	478	chia]ramente	chiaramente	linguistic	_	End=999.508	_	_	_	0-4(182)	_
479-0	TO065	479	allo(ra)	allora	linguistic	_	Begin=999.508	_	_	4-6(0)	_	_
479-1	TO065	479	questa	questa	linguistic	_	_	_	_	_	_	_
479-2	TO065	479	cosa	cosa	linguistic	_	_	_	_	_	_	_
479-3	TO065	479	va	va	linguistic	_	_	_	_	_	_	_
479-4	TO065	479	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
479-5	TO065	479	denunciata.	denunciata	linguistic	Intonation=Falling	End=1001.591	_	_	_	_	_
480-0	TO065	480	quindi	quindi	linguistic	_	Begin=1001.685	_	_	_	_	_
480-1	TO065	480	lei	lei	linguistic	_	_	_	_	_	_	_
480-2	TO065	480	deve	deve	linguistic	_	_	_	_	_	_	_
480-3	TO065	480	trovare	trovare	linguistic	_	_	_	_	_	_	_
480-4	TO065	480	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
480-5	TO065	480	il	il	linguistic	_	_	_	_	_	_	_
480-6	TO065	480	sistema	sistema	linguistic	_	_	_	_	_	_	_
480-7	TO065	480	di	di	linguistic	_	_	_	_	_	_	_
480-8	TO065	480	[farlo].	farlo	linguistic	Intonation=Falling	End=1004.613	_	_	_	0-5(183)	_
481-0	TO061	481	[certo].	certo	linguistic	Intonation=Falling	Begin=1004.102|End=1004.613	_	_	_	0-5(183)	BC
482-0	TO065	482	il	il	linguistic	_	Begin=1004.616	_	_	_	_	_
482-1	TO065	482	s~	s~	linguistic	Interrupted=Yes|ProsodicLink=Yes	_	_	_	_	_	_
482-2	TO065	482	e,	e	linguistic	Intonation=weakly_rising	End=1005.24	_	_	_	_	_
483-0	TO065	483	detto	detto	linguistic	_	Begin=1005.911	_	_	_	_	_
483-1	TO065	483	questo.	questo	linguistic	Intonation=Falling	End=1006.917	_	_	_	_	_
484-0	TO065	484	e:hm	ehm	linguistic	_	Begin=1007.298	0x1	_	_	_	FP
484-1	TO065	484	i	i	linguistic	_	_	_	_	_	_	_
484-2	TO065	484	criteri	criteri	linguistic	_	_	_	_	_	_	_
484-3	TO065	484	di	di	linguistic	_	_	_	_	_	_	_
484-4	TO065	484	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
484-5	TO065	484	citazione	citazione	linguistic	_	_	_	_	_	_	_
484-6	TO065	484	bibliografica,	bibliografica	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
484-7	TO065	484	sono	sono	linguistic	_	_	_	_	_	_	_
484-8	TO065	484	sostanzialmente	sostanzialmente	linguistic	_	_	_	_	_	_	_
484-9	TO065	484	corretti.	corretti	linguistic	Intonation=Falling	End=1012.801	_	_	_	_	_
485-0	TO065	485	e	e	linguistic	_	Begin=1012.801	_	_	_	_	_
485-1	TO065	485	anche	anche	linguistic	_	_	_	_	_	_	_
485-2	TO065	485	su	su	linguistic	_	_	_	_	_	_	_
485-3	TO065	485	questo	questo	linguistic	_	_	_	_	_	_	_
485-4	TO065	485	vorrei	vorrei	linguistic	_	_	_	_	_	_	_
485-5	TO065	485	dirle	dirle	linguistic	_	_	_	_	_	_	_
485-6	TO065	485	una	una	linguistic	_	_	_	_	_	_	_
485-7	TO065	485	cosa.	cosa	linguistic	Intonation=Falling	End=1015.215	_	_	_	_	_
486-0	TO061	486	sì?	sì	linguistic	Intonation=Rising	Begin=1015.226|End=1015.513	_	_	_	_	BC
487-0	TO065	487	che	che	linguistic	_	Begin=1015.712	_	_	_	_	_
487-1	TO065	487	forse	forse	linguistic	_	_	_	_	_	_	_
487-2	TO065	487	a	a	linguistic	_	_	_	_	_	_	_
487-3	TO065	487	volte,	volte	linguistic	Intonation=weakly_rising	End=1016.795	_	_	_	_	_
488-0	TO065	488	come	come	linguistic	_	Begin=1017.906	_	_	_	_	_
488-1	TO065	488	dire.	dire	linguistic	Intonation=Falling	End=1018.419	_	_	_	_	_
489-0	TO065	489	sconcerta	sconcerta	linguistic	_	Begin=1018.894	_	_	_	_	_
489-1	TO065	489	un	un	linguistic	_	_	_	_	_	_	_
489-2	TO065	489	po'	po'	linguistic	_	_	_	_	_	_	_
489-3	TO065	489	gli	gli	linguistic	_	_	_	_	_	_	_
489-4	TO065	489	studenti	studenti	linguistic	_	_	_	_	_	_	_
489-5	TO065	489	ma	ma	linguistic	_	_	_	_	_	_	_
489-6	TO065	489	io	io	linguistic	_	_	_	_	_	_	_
489-7	TO065	489	ne	ne	linguistic	_	_	_	_	_	_	_
489-8	TO065	489	son(o)	sono	linguistic	_	_	_	_	3-4(0)	_	_
489-9	TO065	489	convinto.	convinto	linguistic	Intonation=Falling	End=1021.331	_	_	_	_	_
490-0	TO065	490	allora	allora	linguistic	_	Begin=1021.331	_	_	_	_	_
490-1	TO065	490	non	non	linguistic	_	_	_	_	_	_	_
490-2	TO065	490	esiste	esiste	linguistic	_	_	_	_	_	_	_
490-3	TO065	490	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
490-4	TO065	490	un	un	linguistic	_	_	_	_	_	_	_
490-5	TO065	490	criterio	criterio	linguistic	_	_	_	_	_	_	_
490-6	TO065	490	gius[to]	giusto	linguistic	_	_	_	_	_	4-6(184)	_
490-7	TO065	490	e	e	linguistic	_	_	_	_	_	_	_
490-8	TO065	490	uno	uno	linguistic	_	_	_	_	_	_	_
490-9	TO065	490	sbagliato.	sbagliato	linguistic	Intonation=Falling	End=1025.817	_	_	_	_	_
491-0	TO061	491	[mh].	mh	linguistic	Intonation=Falling	Begin=1024.314|End=1024.607	_	_	_	0-2(184)	BC
492-0	TO065	492	esistono	esistono	linguistic	_	Begin=1026.358	_	_	_	_	_
492-1	TO065	492	criteri	criteri	linguistic	_	_	_	_	_	_	_
492-2	TO065	492	coerenti,	coerenti	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
492-3	TO065	492	e	e	linguistic	_	_	_	_	_	_	_
492-4	TO065	492	criteri	criteri	linguistic	_	_	_	_	_	_	_
492-5	TO065	492	inco[erenti].	incoerenti	linguistic	Intonation=Falling	End=1029.104	_	_	_	4-10(185)	_
493-0	TO061	493	[come	come	linguistic	_	Begin=1028.508	_	_	_	0-4(185)	_
493-1	TO061	493	per	per	linguistic	_	_	_	_	_	0-3(185)	_
493-2	TO061	493	la	la	linguistic	_	_	_	_	_	0-2(185)	_
493-3	TO061	493	bibli]ografia.	bibliografia	linguistic	Intonation=Falling	End=1029.771	_	_	_	0-5(185)	_
494-0	TO061	494	l'	l'	linguistic	SpaceAfter=No	Begin=1030.038	_	_	_	_	_
494-1	TO061	494	importante	importante	linguistic	_	_	_	_	_	_	_
494-2	TO061	494	è	è	linguistic	_	_	_	_	_	_	_
494-3	TO061	494	la	la	linguistic	_	_	_	_	_	_	_
